date,agend_item_nr,party,speaker,speech_nr,sent_nr,sentence_id,uid,split_
2015-06-23,14,Con,Michael Gove,47049,2,047049-02,1c25b8bb308edabdf39895689bbff972,sjasmin
2015-10-27,10,Con,George Osborne,51858,2,051858-02,d19309184b532a858056117a8b4a8378,smarie
2015-06-24,5,Con,Theresa Villiers,47126,2,047126-02,9d1bc08002318d112b0dc3ba41734bea,sjasmin
2015-06-25,1,Con,Amber Rudd,47216,3,047216-03,575635277dcc6466dab7b0dd6d62e1ca,smarie
2015-07-14,12,Con,David Lidington,48785,2,048785-02,ad795c33b2d3d3ff8d148f02aa362855,sjasmin
2015-10-28,9,Con,David Cameron,52031,1,052031-01,f1921dc548d7f2d6943462795fb2e6d7,smarie
2015-09-09,2,Con,David Cameron,49703,1,049703-01,5aa16c6f11f3b9541dda06aa2f122af9,sjasmin
2015-01-28,4,DUP,William McCrea,40981,1,040981-01,cea861c4e8b685d3dbcfd57d48eb8efe,both
2015-03-11,1,DUP,Jeffrey M Donaldson,43811,3,043811-03,4afb8463db10a78b8b706861bedb773e,both
2015-03-12,16,DUP,Jim Shannon,44059,1,044059-01,875d2acbec1b6154112094251fc15aa2,both
2015-11-17,1,DUP,Jim Shannon,53272,3,053272-03,f242848f6a06613b70106780a0f0bc0e,both
2015-03-12,16,DUP,Jim Shannon,44059,4,044059-04,f41a4fef056edfb972ec44972e381669,both
2015-02-04,3,DUP,Gregory Campbell,41537,2,041537-02,5be600a728eb073a31858f34384b9d0d,both
2015-11-25,5,DUP,David Simpson,54105,1,054105-01,2d3b921d6fb51cb8e4da9519a97e71c7,both
2015-12-15,16,DUP,Jim Shannon,55651,3,055651-03,cef319593570d41e5b4c8167eae9d939,both
2015-06-03,7,DUP,Nigel Dodds,45415,1,045415-01,8d23b4b99f7d0dd544a89af3b3cda412,both
2015-02-04,3,DUP,Gregory Campbell,41537,1,041537-01,29c97c81bfe9c7e77850f55e09c5fc7e,both
2015-03-17,1,DUP,Jim Shannon,44228,2,044228-02,1d72dcda98d993dfa0d7a61ad9cb3cd9,both
2015-01-28,1,DUP,Nigel Dodds,40953,5,040953-05,b853c2069e5bb476ce8b0afe23e3f1aa,both
2015-07-15,11,DUP,Jeffrey M Donaldson,48902,2,048902-02,0caa3d55d2ecef6d33f4352f2b325578,both
2015-10-29,1,DUP,Jim Shannon,52044,2,052044-02,8e9ca1498cc7a13552a014eeab1e8759,both
2015-10-15,7,DUP,Jim Shannon,50926,2,050926-02,c4bc3e32472896ecbc1a6c260b885d16,both
2015-11-16,4,DUP,Gavin Robinson,53166,3,053166-03,879bd49ec4460990b4f095df2660dda9,smarie
2015-12-15,5,DUP,David Simpson,55540,1,055540-01,64d4189ff6f7e1d8c25f9055a1a1625d,sjasmin
2015-01-27,7,DUP,Sammy Wilson,40875,2,040875-02,b88b70bd08c9197589142d741bb130e1,smarie
2015-03-17,6,DUP,William McCrea,44266,1,044266-01,fe788b57f2534f27ba5552e83ccfee62,sjasmin
2015-11-05,4,DUP,Jim Shannon,52697,1,052697-01,e6fc443578b8bdd440f1c48133dc0869,smarie
2015-12-17,15,DUP,Jim Shannon,55927,3,055927-03,92d83997743de673b9f758cac99252be,sjasmin
2015-12-17,1,DUP,Jim Shannon,55798,2,055798-02,e5cc26acd6d7e8be3346e83a1e3aee03,smarie
2015-01-14,9,DUP,Gregory Campbell,39918,4,039918-04,3bccd78a50aa5f977d2e55d5701f5fd5,sjasmin
2015-01-14,9,DUP,Gregory Campbell,39918,2,039918-02,379790df6633ba95f0214514990c9a6b,smarie
2015-01-07,5,DUP,Gregory Campbell,39281,1,039281-01,652929a814dda615762fc57dfb5d78ef,sjasmin
2015-03-12,16,DUP,Jim Shannon,44059,2,044059-02,7ef171b1ed7b15d66657b31463212db6,smarie
2015-06-04,5,DUP,David Simpson,45475,3,045475-03,148b564d81c32743dc72f36f9f9abb04,sjasmin
2015-03-17,1,DUP,Jim Shannon,44228,1,044228-01,bebe5efeb1e907453b5268ad0d035862,smarie
2015-06-25,11,DUP,Jim Shannon,47347,1,047347-01,d276708792238fa30b677e1dc47c7344,sjasmin
2015-01-13,4,DUP,William McCrea,39709,1,039709-01,36f5182be54482686dd364b7bbd9efa1,smarie
2015-10-29,8,DUP,Sammy Wilson,52120,2,052120-02,403f44fe68e4e5c92ca418b16efb4544,sjasmin
2015-06-29,5,DUP,Gregory Campbell,47412,1,047412-01,b61c9e9a4b0b1b4a207fc98a4cca8660,smarie
2015-01-29,13,DUP,Ian Paisley,41181,2,041181-02,1dd631044501813503253ceff643e624,sjasmin
2015-03-12,16,DUP,Jim Shannon,44059,3,044059-03,7ce31e8a8be4103562bd8f26492d470e,smarie
2015-11-16,4,DUP,Gavin Robinson,53166,2,053166-02,dd6ff91bc2144ed6341d62bb3f08b160,sjasmin
2015-03-03,2,DUP,Nigel Dodds,43103,2,043103-02,78a91a3293ab52b769d56678ce69ed37,smarie
2015-03-12,2,DUP,Jim Shannon,43940,1,043940-01,ae4a7bcb1f479036bc78fddd1622c21b,sjasmin
2015-12-17,15,DUP,Jim Shannon,55927,1,055927-01,6c647a14e9b22af6c00dc95fdcfab381,smarie
2015-06-23,4,DUP,Gavin Robinson,46953,2,046953-02,dd2e03da8c58f76af767eee8e87dd706,sjasmin
2015-01-28,1,DUP,Nigel Dodds,40953,2,040953-02,d821fbfb6cd73615cc411819faa594ea,smarie
2015-03-10,1,DUP,Sammy Wilson,43666,3,043666-03,53d5578102da631dea2ba8a1ccac7f06,sjasmin
2015-12-17,15,DUP,Jim Shannon,55927,2,055927-02,08ae645ed82de0e7731418530384e5c3,smarie
2015-12-15,16,DUP,Jim Shannon,55651,1,055651-01,14e89adf91cfaf05b3c625b1adfa2e87,sjasmin
2015-11-25,2,DUP,Ian Paisley,54080,3,054080-03,2fc79707ccd71db63e656e96d91fbc98,smarie
2015-07-02,1,DUP,Jim Shannon,47761,1,047761-01,424cda2a166676e6bb6ef7bac816c3a0,sjasmin
2015-12-16,8,Lab,Jeremy Corbyn,55749,1,055749-01,f6e01c1a5f78d07b42a1a4ac108bd9ce,both
2015-07-14,12,Lab,Ian Lavery,48772,2,048772-02,204c25d3cad52334b806078086f4b526,both
2015-11-09,12,Lab,Debbie Abrahams,52912,4,052912-04,6511c05cafe88625023f241a508ab4b6,both
2015-03-23,11,Lab,Ann McKechin,44715,1,044715-01,4d401f4cb7122b03175c9ca3536bcd1a,both
2015-11-19,15,Lab,Lisa Nandy,53744,45,053744-45,5ab443e9fef5f058e3f810d28833da66,both
2015-03-23,6,Lab,Seema Malhotra,44677,1,044677-01,5f112475dc5c80d03cb24656d87587f9,both
2015-06-16,11,Lab,Graham Jones,46434,1,046434-01,3de4fa857a383607787aa3894c55ff3a,both
2015-01-19,6,Lab,Gordon Marsden,40143,1,040143-01,f16433899e1ef12729601cfb4a460938,both
2015-11-30,2,Lab,Stephen Twigg,54352,2,054352-02,428f225601d395fb47dbe3614b20efc5,both
2015-02-09,7,Lab,Kate Green,41845,3,041845-03,0b2ab7ba9d1f535a0eed9bce4cdf33d2,both
2015-11-18,10,Lab,Jonathan Reynolds,53513,1,053513-01,fffcdd37e106706dc45c7009267e862a,both
2015-02-03,19,Lab,Ian Lavery,41511,1,041511-01,5ca3b7919294bc31d655ba046e8efb66,both
2015-10-22,9,Lab,Stephen Timms,51549,1,051549-01,4c14afd32fe1440d80627ceb5e13bd53,both
2015-02-04,2,Lab,Chi Onwurah,41529,2,041529-02,d0d3aa9e781431567fd186ad85ed5899,both
2015-10-20,1,Lab,Mary Creagh,51153,1,051153-01,32b33f8d3b655a6d0b3e965e68542802,both
2015-07-15,11,Lab,Michael Meacher,48929,4,048929-04,9232314f970950421ff834d3c4003d49,smarie
2015-07-09,13,Lab,Paul Blomfield,48441,1,048441-01,acd3b7170aef1ecb22ab319d0f35c089,sjasmin
2015-10-29,4,Lab,Barry Sheerman,52069,2,052069-02,7cd7e1707da63d047dcf070a487c864f,smarie
2015-10-21,9,Lab,Jeremy Corbyn,51394,5,051394-05,ecb64028c77fe6141c7acf87f1500b24,sjasmin
2015-11-09,12,Lab,Clive Lewis,52908,1,052908-01,90980407c2d2613ce0c3a807f02be899,smarie
2015-07-07,3,Lab,Harry Harpham,48075,3,048075-03,511df61c576cedba241fa29b099c47a3,sjasmin
2015-07-02,15,Lab,Chi Onwurah,47871,2,047871-02,0f85f16826f7981d765c60a582fa08ff,smarie
2015-12-16,8,Lab,Jeremy Corbyn,55749,4,055749-04,d3ac9cef690f6a611baf950fab97eb3f,sjasmin
2015-10-28,8,Lab,Jeremy Corbyn,51990,3,051990-03,65bb57e7c48288b1f2e4106bfb65d47c,smarie
2015-06-22,7,Lab,Nick Thomas-Symonds,46825,1,046825-01,6306d68b3e618e1be75cf1ec7c6fa14f,sjasmin
2015-11-19,15,Lab,Ben Bradshaw,53704,11,053704-11,2458bf20e9ae8baa234e127a36408299,smarie
2015-12-03,2,Lab,Michael Dugher,54640,2,054640-02,da08476a77aa6c7712c58dab03431af8,sjasmin
2015-06-15,9,Lab,Richard Burgon,46247,1,046247-01,5c55fc13960fc48b8cccae363b82be8e,smarie
2015-10-26,7,Lab,Ann Coffey,51673,2,051673-02,00b9ceadad1d225f9fac1bf0c0707949,sjasmin
2015-12-14,3,Lab,John Healey,55379,2,055379-02,a9ea01ec51b7cf53d4c0bfab0c799c83,smarie
2015-11-19,15,Lab,Caroline Flint,53730,2,053730-02,672c88b1d65f7c4e505edc1fd25f0d76,sjasmin
2015-03-19,1,Lab,Kelvin Hopkins,44497,1,044497-01,f7dea861d614d14aab88f5278c7bd99f,smarie
2015-07-02,15,Lab,Chi Onwurah,47871,4,047871-04,ea39d6e5e7bdf5361e69d6d97be2c60a,sjasmin
2015-10-28,8,Lab,Mary Creagh,52024,6,052024-06,c9241f702ab0939d60a7d7705f592891,smarie
2015-02-23,6,Lab,Mary Glindon,42415,1,042415-01,ed42c6f877c9c1724ada656e91764756,sjasmin
2015-10-26,4,Lab,Yvonne Fovargue,51648,1,051648-01,6decba710e180b143ced3909b94e4f49,smarie
2015-07-02,15,Lab,Gloria De Piero,47873,2,047873-02,49052bede12900a3ca3e8c505cdcfe2b,sjasmin
2015-07-06,1,Lab,Gerald Jones,47897,2,047897-02,82347dc2b460a4867c7a7d5c184db30c,smarie
2015-03-23,7,Lab,Dan Jarvis,44685,3,044685-03,dd5398796644c0547e26deda8ca978c9,sjasmin
2015-10-22,3,Lab,Cat Smith,51481,3,051481-03,c683971b56c661bf1fb6a2e19a73af05,smarie
2015-11-19,15,Lab,Ed Miliband,53700,13,053700-13,2339f8820a9766f5c655a6dd34d46953,sjasmin
2015-07-08,3,Lab,Andrew Gwynne,48228,2,048228-02,a24eb3bb06d2d5339e9f3a5f3200b699,smarie
2015-03-19,2,Lab,Graeme Morrice,44510,3,044510-03,52e9c09eda6a15290ca3b8ff3e486375,sjasmin
2015-01-29,7,Lab,Chi Onwurah,41123,1,041123-01,a7a36aded0a9c39655fe6f4c25db55b5,smarie
2015-11-09,15,Lab,Chi Onwurah,52952,2,052952-02,b93531610b28dee37a246b2a3937d029,sjasmin
2015-06-02,13,LibDem,Norman Lamb,45304,3,045304-03,8b7d2a310e540c36e0a0ac5b12b4d988,both
2015-03-19,8,LibDem,Edward Davey,44572,2,044572-02,b056459d2645dc0ee8c3161dae5fe4de,both
2015-03-02,5,LibDem,David Laws,42974,2,042974-02,28411d8b7104e8cb74874d005900e325,both
2015-01-12,13,LibDem,Duncan Hames,39656,1,039656-01,fa011caab761c30cae0651402fffea06,both
2015-03-12,4,LibDem,David Heath,43959,2,043959-02,b51d068101285837924176e4e2175ebc,both
2015-03-19,10,LibDem,Edward Davey,44582,2,044582-02,df42f2ec3053748a7e2e182c6bb8ca91,both
2015-01-05,6,LibDem,Lynne Featherstone,39000,1,039000-01,708410d02b307f8bde0f9251b9c3ae5b,both
2015-02-02,4,LibDem,Stephen Williams,41251,2,041251-02,fc2f0b27074d58ec52f2e1da89fa75c5,both
2015-03-12,5,LibDem,Dan Rogerson,43966,1,043966-01,386cfb049a1622b669c65a6b9c67fb21,both
2015-01-05,1,LibDem,Jennifer Willott,38943,1,038943-01,09c9a1b71d124faa2a130b52c08b7d84,both
2015-03-19,11,LibDem,Edward Davey,44584,1,044584-01,519359630f44ea2fe0dbf61f8aeb5229,both
2015-03-05,16,LibDem,John Thurso,43491,4,043491-04,527a061933f60c36c0321ee155742bdf,both
2015-02-24,5,LibDem,Norman Lamb,42539,1,042539-01,dd07b2e828231d44dcfa3252d0c010ae,both
2015-03-12,8,LibDem,Dan Rogerson,43986,2,043986-02,2b52eb0e3e65aa8605a95063fcdb1a0b,both
2015-03-12,2,LibDem,Andrew George,43934,2,043934-02,060df6e72838c6d350d7956b96abf30a,both
2015-03-26,2,LibDem,Vincent Cable,45057,3,045057-03,3246964a60b9a65782c9844566b5c283,smarie
2015-03-23,8,LibDem,Lynne Featherstone,44692,3,044692-03,a9b28b1664d8d6029311b178e008dc9d,sjasmin
2015-06-02,13,LibDem,Norman Lamb,45304,1,045304-01,ae091b95eeb89dd78c2a618b0489ce80,smarie
2015-01-13,7,LibDem,Norman Lamb,39729,3,039729-03,a360b844a063376d44c82b058538e2c1,sjasmin
2015-01-05,8,LibDem,Sarah Teather,39015,2,039015-02,3a100d6e7175d31c19d10a660ffc9dd1,smarie
2015-01-12,13,LibDem,Duncan Hames,39656,2,039656-02,6a0139092a7beb1ef455064aa20f18f3,sjasmin
2015-03-12,5,LibDem,Dan Rogerson,43964,1,043964-01,0fd680210240638b52fcd1f43e6cd5a2,smarie
2015-01-14,1,LibDem,Alistair Carmichael,39812,3,039812-03,3a567b5b4c7a3ef93c6096b9b68887b0,sjasmin
2015-03-19,10,LibDem,Edward Davey,44582,1,044582-01,599e98c5e4eb0e3a083199fb284ccd5b,smarie
2015-12-10,14,LibDem,Tim Farron,55318,1,055318-01,690ce6ec8f5e7e72b10acb04a7d42d10,sjasmin
2015-03-26,9,LibDem,Jo Swinson,45109,3,045109-03,99eabd4d3aaa0ce7f862de9635c3843f,smarie
2015-01-05,8,LibDem,Sarah Teather,39013,1,039013-01,d79601f8587afe29990c640396384971,sjasmin
2015-03-23,9,LibDem,David Heath,44697,5,044697-05,d15ff7e478d93f7b34a88be5f97712fe,smarie
2015-03-26,8,LibDem,Andrew George,45106,1,045106-01,a09e97114c8807dbd85721075de3fa22,sjasmin
2015-03-11,7,LibDem,Annette L Brooke,43898,2,043898-02,66632fa0434ebcde1c5c4c0e80b58e91,smarie
2015-03-05,18,LibDem,John Thurso,43499,6,043499-06,05c18636f4cc9c182bbb6254f43ed869,sjasmin
2015-01-26,13,LibDem,Julian Huppert,40789,4,040789-04,f3d53a57b6c8c1a4d8af0faa300fbf75,smarie
2015-11-04,11,LibDem,Norman Lamb,52639,2,052639-02,39b27d3674ab2adb02fc32180120846b,sjasmin
2015-03-12,5,LibDem,Dan Rogerson,43968,4,043968-04,c69e629cff905f5e080253fa53f077fb,smarie
2015-02-12,12,LibDem,Vincent Cable,42291,1,042291-01,b17a8143ed36cf6cc3c2931f1a2d4ab7,sjasmin
2015-03-19,2,LibDem,Edward Davey,44521,7,044521-07,fbc0f47e04dbe6e8ad27897188acacd4,smarie
2015-03-05,5,LibDem,David Heath,43406,1,043406-01,462db7895a17e3de003bd4849554b461,sjasmin
2015-01-27,11,LibDem,Danny Alexander,40915,4,040915-04,2ad6fb2fe68db4da10aa31ba2faf2d0c,smarie
2015-01-08,17,LibDem,Vincent Cable,39476,1,039476-01,f6c719dddc1285761c80b2c9d3b94167,sjasmin
2015-02-02,8,LibDem,Jennifer Willott,41300,2,041300-02,da9e4f7fdc4be021bcbdf68fc54d9193,smarie
2015-01-14,3,LibDem,John Thurso,39837,2,039837-02,fe555321cf3e945f374b3cf448d51311,sjasmin
2015-02-02,8,LibDem,Jennifer Willott,41300,1,041300-01,e6735c87e9daaaa84dc429728485917e,smarie
2015-03-23,8,LibDem,Lynne Featherstone,44692,4,044692-04,30740d00d5439e623811ed07f86e3952,sjasmin
2015-02-12,1,LibDem,Vincent Cable,42215,1,042215-01,e87cd1a3456b106c03fc0589aac368ed,smarie
2015-01-29,12,LibDem,Alan Reid,41151,1,041151-01,e18f0c74770d94cde5be0c4aa25433d9,sjasmin
2015-12-07,1,SNP,Eilidh Whiteford,54773,1,054773-01,e7ab88069c1bb52971a3e21d142a6da0,both
2015-12-14,14,SNP,Peter Grant,55449,4,055449-04,c23a0d0b40404a65533742d1d57c1789,both
2015-11-09,7,SNP,Stephen Gethins,52870,1,052870-01,613ea9cea51343a9956edb3da2d054bc,both
2015-11-25,7,SNP,Stewart McDonald,54166,2,054166-02,5bf1364ba1f15197be736e3e915ad012,both
2015-11-04,3,SNP,Angela Crawley,52535,2,052535-02,533a70c711f679980fa8795429970aa7,both
2015-09-09,2,SNP,Angus Robertson,49693,3,049693-03,f4a5bc26570d2d6fcd2b676657ca7686,both
2015-07-13,14,SNP,Kirsten Oswald,48601,1,048601-01,b7aeaff388e08f6af5b7486a310bbfeb,both
2015-10-21,9,SNP,Angus Robertson,51406,2,051406-02,077d234a2ffdec7faf5a734e40dc30a0,both
2015-12-07,9,SNP,Kirsten Oswald,54855,1,054855-01,0d9f489253e36d3c41dc8ef8a6545b8a,both
2015-11-03,13,SNP,Anne McLaughlin,52493,4,052493-04,ba5352e10e597015d22d1c96f2c76ec9,both
2015-02-25,7,SNP,Pete Wishart,42704,1,042704-01,a155d86e5838649343ff0536c34e9685,both
2015-03-10,12,SNP,Stewart Hosie,43766,1,043766-01,9e263c65e8aa678cf00f85ccb2b5458d,both
2015-11-19,3,SNP,Callum McCaig,53568,4,053568-04,ea3ab5dbb84becdb0a0e1eb40358bbc0,both
2015-11-04,1,SNP,Tasmina Ahmed-Sheikh,52519,2,052519-02,a54a518f48f5998b29f7ae128bcb0800,both
2015-11-02,2,SNP,Eilidh Whiteford,52232,3,052232-03,18831d36e062c904684fef21ff319d49,both
2015-10-13,14,SNP,Owen Thompson,50716,2,050716-02,bc72bdc5a691bd84050667adacff5ec9,smarie
2015-11-04,4,SNP,Neil Gray,52552,1,052552-01,c7acba800df2306338f34ee40c7a9f74,sjasmin
2015-09-09,2,SNP,Angus Robertson,49695,2,049695-02,8c5cb6ece13f065977a805e98f097017,smarie
2015-11-09,5,SNP,Alison Thewliss,52858,1,052858-01,56b98e06fb204225dd10c0cb9ae4a64e,sjasmin
2015-03-09,4,SNP,Eilidh Whiteford,43553,1,043553-01,db213fccf69c65965ca46ca0adb7672b,smarie
2015-10-21,5,SNP,Gavin Newlands,51338,1,051338-01,d6be561ef6b7e727bc5e20be20e2e8d5,sjasmin
2015-10-12,8,SNP,Joanna Cherry,50526,2,050526-02,c489db09d59ba73d78a3fefb13bc8dc2,smarie
2015-09-09,2,SNP,Angus Robertson,49695,3,049695-03,ccd435c69d6c9cdc0116628afc38f33a,sjasmin
2015-09-10,10,SNP,Peter Grant,49813,1,049813-01,4dce130f8db25166ef773a6ce294d00f,smarie
2015-09-07,3,SNP,Ian Blackford,49418,1,049418-01,3b27b667d971b3452cede2d44aec21c6,sjasmin
2015-09-17,2,SNP,Callum McCaig,50311,3,050311-03,7ef81e86cb79d0ecc51d5752295b8bd1,smarie
2015-10-14,7,SNP,Marion Fellows,50854,3,050854-03,1a5dfb39a0a038660f4c76ec770c2acb,sjasmin
2015-10-13,14,SNP,Owen Thompson,50716,1,050716-01,a5db8e3c26d14f3c178e8be660fc2d92,smarie
2015-12-07,15,SNP,Tommy Sheppard,54887,2,054887-02,fb861c855b7afa2e1a62895d57413288,sjasmin
2015-11-04,1,SNP,Tasmina Ahmed-Sheikh,52519,3,052519-03,410a12a721847860a4d56d236ade9807,smarie
2015-10-12,8,SNP,Joanna Cherry,50528,1,050528-01,2be2abc1a1e670cc27cefb90317e1020,sjasmin
2015-11-09,4,SNP,Alan Brown,52844,4,052844-04,56a2ad68ac426a597e176916946d9890,smarie
2015-06-10,8,SNP,Patrick Grady,45937,1,045937-01,a8aecc79a0af087d582a30c079e25898,sjasmin
2015-10-21,9,SNP,Anne McLaughlin,51414,1,051414-01,68309b8f531c7abf52ede4dd16636c47,smarie
2015-11-26,1,SNP,John Nicolson,54177,1,054177-01,efa5d328aafeb362aa6914f15e211c86,sjasmin
2015-10-20,11,SNP,Alex Salmond,51255,1,051255-01,279a214ab867623b4dff9e8f2a5d9b43,smarie
2015-11-30,11,SNP,Patrick Grady,54438,1,054438-01,ea66206b8a14747fed648a75e3f0a32e,sjasmin
2015-10-12,3,SNP,Patrick Grady,50460,1,050460-01,3fbe1d34cce1a62d682c81628335cf97,smarie
2015-11-19,15,SNP,Patrick Grady,53733,21,053733-21,c13758a1246ba67473f4232a930273af,sjasmin
2015-11-30,11,SNP,Steven Paterson,54450,1,054450-01,e5cfcea14d67973044c7aeddeeb0f27f,smarie
2015-10-12,12,SNP,Anne McLaughlin,50569,1,050569-01,c41d917125872c13eaed1bbaa6d652e0,sjasmin
2015-11-23,2,SNP,Douglas Chapman,53763,1,053763-01,1a3358249ddaf49ba66e24057869775b,smarie
2015-06-24,8,SNP,Angus Robertson,47163,1,047163-01,da09acf0dd1baf167801b15280fd684b,sjasmin
2015-06-02,7,SNP,Philippa Whitford,45236,1,045236-01,b652ec8b5751a9c4e46a1844f7558b68,smarie
2015-11-30,11,SNP,Steven Paterson,54450,2,054450-02,ddd6f0f834cc6c67c7df20d96782e029,sjasmin
2016-11-30,2,Con,Guto Bebb,73982,4,073982-04,ae56670e105f6018693e907085d4aa33,both
2016-07-14,1,Con,Andrea Leadsom,67836,6,067836-06,b6de4b4298e57a64ac3cadf3b67abfa8,both
2016-02-24,8,Con,David Cameron,59614,2,059614-02,0c07db1fe78d22d24e741915627ad395,both
2016-01-21,1,Con,Scott Mann,57357,1,057357-01,bbbb66c537529f583514de82f8e0340d,both
2016-06-30,17,Con,Peter Aldous,66801,1,066801-01,52f07dc52a16fd84a489d456995f8c55,both
2016-01-20,9,Con,David Cameron,57351,3,057351-03,df987f9018950ed781866fe1eb55ba1e,both
2016-04-11,8,Con,Karen Bradley,62214,4,062214-04,e4ef26d140ff31fa3f20cce54c240f18,both
2016-01-20,7,Con,Theresa Villiers,57291,3,057291-03,415d40e896f4c922b4f5b985d169883c,both
2016-07-13,7,Con,Theresa May,67817,9,067817-09,89a641668d736e8512601a90e61d02e9,both
2016-01-27,2,Con,Matt Hancock,57790,1,057790-01,ccfa7fad5fde76d4d8430400d9d5d149,both
2016-01-05,6,Con,Jeremy Hunt,56014,2,056014-02,bb77e7267f4cb2b855a785f3ca5e1093,both
2016-07-11,5,Con,Stephen Crabb,67474,1,067474-01,50882b83a9c585f4b686c6daced2b65b,both
2016-10-19,1,Con,Alun Cairns,70628,2,070628-02,483d90fd423d546426ba6e6dfb1b0d2b,both
2016-11-03,3,Con,Tracey Crouch,71983,1,071983-01,b399dac4d5a0cf539c75436567085114,both
2016-11-24,9,Con,Henry Bellingham,73550,4,073550-04,c8398ba4d79244626502211efb0db36a,both
2016-05-12,6,Con,Amber Rudd,64729,3,064729-03,15b580caef046a492d02c9c680336ff6,smarie
2016-02-22,12,Con,John Hayes,59343,4,059343-04,9ecda6f2894f76024a215d9a0c918bf3,sjasmin
2016-07-19,2,Con,David Gauke,68152,2,068152-02,a700f8b82af34dc0bcac88c0aabe8963,smarie
2016-10-24,9,Con,James Morris,70994,1,070994-01,fb6de34be956b9c0dde7bb3bc767e415,sjasmin
2016-07-11,5,Con,Peter Bone,67471,4,067471-04,9872c1196266ac47c7dc8f1345b62197,smarie
2016-11-30,2,Con,Guto Bebb,73975,2,073975-02,6ef6598b76cd7232d84a0db518106051,sjasmin
2016-02-11,8,Con,Andrea Leadsom,59143,3,059143-03,545141d676e0574aeebddaf7fbbb9a7e,smarie
2016-05-05,1,Con,Elizabeth Truss,64108,4,064108-04,a6812c85c95f41065c874dfd3ab6f217,sjasmin
2016-07-04,1,Con,Nick Gibb,66818,2,066818-02,5d5f0f94ffedf02999f625dd990366a4,smarie
2016-03-23,9,Con,David Cameron,61932,1,061932-01,8060b327b6e406953c120b565191058b,sjasmin
2016-02-24,8,Con,Maggie Throup,59615,3,059615-03,e555300e2d778c35afee2e499e27acde,smarie
2016-09-13,6,Con,Margot James,69357,3,069357-03,99fc3bdfce310fb483de92f5f51586e5,sjasmin
2016-06-27,6,Con,Philip Dunne,66300,1,066300-01,efaac2abbc2bc22329a0fe4ac38b6649,smarie
2016-09-05,2,Con,Amber Rudd,68550,3,068550-03,5f7a885be07b233690e640886702282d,sjasmin
2016-02-24,8,Con,David Cameron,59628,2,059628-02,f348d4d3a4f10611438d065bdc7d507b,smarie
2016-07-11,5,Con,Stephen Crabb,67472,1,067472-01,47048e4bd9b31b470e0110f89b379423,sjasmin
2016-11-23,8,Con,John Whittingdale,73449,2,073449-02,11b749ee7778f488e15fa7b65ed9be2d,smarie
2016-01-05,1,Con,John Howell,55945,1,055945-01,c784fa47a53e55a2aefe8aebcf66554b,sjasmin
2016-05-10,13,Con,Chris Davies,64509,1,064509-01,4bd8ae2964d75fae1f42e103880d0ab1,smarie
2016-01-06,2,Con,Henry Bellingham,56115,2,056115-02,18992c722a96850b1cd71142e7b3d934,sjasmin
2016-09-08,12,Con,Mark Garnier,69093,1,069093-01,86e2f73afd786df6f44dcc308f2ac13d,smarie
2016-01-07,9,Con,Amber Rudd,56283,2,056283-02,38618a9d5efb1647fc9a83989d205ec0,sjasmin
2016-01-27,3,Con,Rob Wilson,57801,4,057801-04,e81450ca465574e2d9f0813f263933b1,smarie
2016-06-27,12,Con,Tania Mathias,66366,2,066366-02,aea06996538935be5c06f61934320f93,sjasmin
2016-11-30,1,Con,Alun Cairns,73955,2,073955-02,14d2e63751f75b9ef484b4ce76188f42,smarie
2016-03-23,4,Con,David Mundell,61896,2,061896-02,bc7eef625d60bf1b0f8ffdeaa9e4f6e8,sjasmin
2016-11-29,11,Con,Philip Hammond,73925,1,073925-01,c4b48d515d9a5db3dc29b58d0ed4682e,smarie
2016-09-05,12,Con,Amber Rudd,68643,1,068643-01,68c07a19765db2e261d1211578df8c23,sjasmin
2016-07-19,9,Con,Philip Hammond,68235,1,068235-01,819f79c43fe90fd675fa6be8f786ab18,smarie
2016-01-13,2,Con,Stephen Crabb,56650,4,056650-04,5fbcd53b16e59b832acef51a11467224,sjasmin
2016-04-28,5,DUP,Jim Shannon,63715,4,063715-04,e289447499a0bb0dd29fd1268aa2323a,both
2016-01-20,1,DUP,Nigel Dodds,57238,5,057238-05,f0f1d31dbba89bd85f0a56c938454fe1,both
2016-01-19,8,DUP,Sammy Wilson,57158,1,057158-01,c372f3aa8213e80a7b0788198506717b,both
2016-01-28,4,DUP,Jim Shannon,57965,1,057965-01,c90244e475656b48665bbf3b8f17b066,both
2016-12-07,8,DUP,Nigel Dodds,74698,2,074698-02,41bd3b3580932ca2e00619c11b0c3705,both
2016-04-20,4,DUP,Gregory Campbell,63020,1,063020-01,36a2acd36ae7e15364dcf2ae225291d5,both
2016-02-04,7,DUP,Jim Shannon,58577,1,058577-01,427c28f0d5af917d5a2d21f655ae7221,both
2016-12-07,2,DUP,Ian Paisley,74612,2,074612-02,37328331db6d0d064eebd692fa525df8,both
2016-11-17,1,DUP,Jim Shannon,72902,1,072902-01,803f15a80d883094b5997642952af285,both
2016-03-21,13,DUP,Gavin Robinson,61735,2,061735-02,3b6a0c91c206f297478537d58e746424,both
2016-07-20,1,DUP,David Simpson,68265,5,068265-05,1ee4ff7dbb8f1be28c23df8329f573fc,both
2016-02-09,6,DUP,Jim Shannon,58880,4,058880-04,89e6c75790b45cb24cb82d426c4374cd,both
