id,year1,year2,month,sourname,objdim,objid,oidclean
6604,2001,"2001",6,2,,"ward sisters","ward sisters"
6605,2001,"2001",6,2,"Economic class","(single) pensioners","single pensioners"
6606,2001,"2001",6,2,,"people","people"
6608,2001,"2001",6,2,,"14-year-old (pupils)","14-year-old pupils"
6609,2001,"2001",6,2,"Economic class","Pensioners who...(save)","pensioners who...save"
6610,2001,"2001",6,2,,"children","children"
6611,2001,"2001",6,2,,"matrons","matrons"
6612,2001,"2001",6,2,"Other","full-time parents","full-time parents"
6613,2001,"2001",6,2,,"the public","the public"
6614,2001,"2001",6,2,,"(poorer) children","poorer children"
6615,2001,"2001",6,2,"Other","families (with children)","families with children"
6616,2001,"2001",6,2,,"all","all"
6617,2001,"2001",6,2,,"consultant nurses","consultant nurses"
6618,2001,"2001",6,2,,"sub-postmasters","sub-postmasters"
6619,2001,"2001",6,2,,"carers","carers"
6620,2001,"2001",6,2,"Age/generation","Older people","older people"
6621,2001,"2001",6,2,"Other","the defendant","the defendant"
6622,2001,"2001",6,2,,"6,500 more doctors","6,500 more doctors"
6623,2001,"2001",6,2,"Other","persistent offenders","persistent offenders"
6624,2001,"2001",6,2,"Geography","the people who live...in it (i.e. the countryside)","the people who live...in it i.e. the countryside"
6625,2001,"2001",6,2,"Economic class","a single earner (family on average earnings with two children)","a single earner family on average earnings with two children"
6626,2001,"2001",6,2,,"all","all"
6627,2001,"2001",6,2,,"Children with talent","children with talent"
6628,2001,"2001",6,2,"Other","families with children","families with children"
6629,2001,"2001",6,2,"Economic class","the many","the many"
6630,2001,"2001",6,2,"Geography","countryside","countryside"
6631,2001,"2001",6,2,"Economic class","investor","investor"
6632,2001,"2001",6,2,,"18 million people","18 million people"
6633,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6634,2001,"2001",6,2,"Other","pupils","pupils"
6635,2001,"2001",6,2,"Other","Victims","victims"
6636,2001,"2001",6,2,,"10,000 teachers","10,000 teachers"
6637,2001,"2001",6,2,"Other","a single (pensioner)","a single pensioner"
6638,2001,"2001",6,2,"Economic class","people in work","people in work"
6639,2001,"2001",6,2,"Other","winners","winners"
6640,2001,"2001",6,2,,"carers","carers"
6641,2001,"2001",6,2,,"17,000 more nurses","17,000 more nurses"
6642,2001,"2001",6,2,,"teachers","teachers"
6643,2001,"2001",6,2,,"children (with parents on income support)","children with parents on income support"
6644,2001,"2001",6,2,"Other","people [who] are homeless","people who are homeless"
6645,2001,"2001",6,2,"Other","people punished (in the community)","people punished in the community"
6646,2001,"2001",6,2,,"family doctors","family doctors"
6647,2001,"2001",6,2,,"children","children"
6648,2001,"2001",6,2,,"Britain","britain"
6649,2001,"2001",6,2,,"over a million people","over a million people"
6650,2001,"2001",6,2,,"the people","the people"
6651,2001,"2001",6,2,,"Britain","britain"
6652,2001,"2001",6,2,,"Britain","britain"
6653,2001,"2001",6,2,"Economic class","poorer (children)","poorer children"
6654,2001,"2001",6,2,"Health","(children)...with disabilities","children...with disabilities"
6655,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6656,2001,"2001",6,2,"Geography","other parts of the country","other parts of the country"
6657,2001,"2001",6,2,"Other","them (i.e. persistent offenders)","them i.e. persistent offenders"
6658,2001,"2001",6,2,,"teachers","teachers"
6659,2001,"2001",6,2,"Other","every active offender","every active offender"
6660,2001,"2001",6,2,,"people","people"
6661,2001,"2001",6,2,"Age/generation","young people","young people"
6662,2001,"2001",6,2,"Geography","the people who...work in it (i.e. the countryside)","the people who...work in it i.e. the countryside"
6663,2001,"2001",6,2,"Other","the ost dangerous offenders of all","the ost dangerous offenders of all"
6664,2001,"2001",6,2,"Other","pupils","pupils"
6665,2001,"2001",6,2,"Age/generation","our most talented young people","our most talented young people"
6666,2001,"2001",6,2,,"Britain","britain"
6667,2001,"2001",6,2,"Geography","the local community","the local community"
6668,2001,"2001",6,2,"Economic class","hard-working (citizens in a new country)","hard-working citizens in a new country"
6669,2001,"2001",6,2,"Health","people requiring care","people requiring care"
6670,2001,"2001",6,2,,"teachers","teachers"
6671,2001,"2001",6,2,"Other","families","families"
6672,2001,"2001",6,2,,"people","people"
6673,2001,"2001",6,2,,"people","people"
6674,2001,"2001",6,2,"Economic class","one million...people in work","one million...people in work"
6675,2001,"2001",6,2,,"porters","porters"
6676,2001,"2001",6,2,"Economic class","tenants","tenants"
6677,2001,"2001",6,2,"Age/generation","the most talented young people","the most talented young people"
6678,2001,"2001",6,2,,"all the British people","all the british people"
6679,2001,"2001",6,2,"Economic class","those who...train","those who...train"
6680,2001,"2001",6,2,,"people","people"
6681,2001,"2001",6,2,,"children","children"
6682,2001,"2001",6,2,,"primary school teachers","primary school teachers"
6683,2001,"2001",6,2,,"(a single earner family on average earnings) with two children","a single earner family on average earnings with two children"
6684,2001,"2001",6,2,"Other","all families","all families"
6685,2001,"2001",6,2,"Economic class","pensioner (couples)","pensioner couples"
6686,2001,"2001",6,2,,"British people","british people"
6687,2001,"2001",6,2,,"qualified nurses","qualified nurses"
6688,2001,"2001",6,2,"Economic class","(Pensioners who...) save","pensioners who... save"
6689,2001,"2001",6,2,"Other","Pupils","pupils"
6690,2001,"2001",6,2,"Health","(people looking after children) with disabilities","people looking after children with disabilities"
6691,2001,"2001",6,2,"Economic class","those who save","those who save"
6692,2001,"2001",6,2,,"everyone","everyone"
6693,2001,"2001",6,2,"Other","victims","victims"
6695,2001,"2001",6,2,"Other","parents","parents"
6696,2001,"2001",6,2,,"rogue traders","rogue traders"
6697,2001,"2001",6,2,,"the British people","the british people"
6698,2001,"2001",6,2,,"every three-year-old","every three-year-old"
6699,2001,"2001",6,2,"Other","some couples","some couples"
6700,2001,"2001",6,2,"Economic class","Creative entrepreneurs","creative entrepreneurs"
6701,2001,"2001",6,2,,"nurses","nurses"
6702,2001,"2001",6,2,"Other","traffickers (i.e. human traffickers)","traffickers i.e. human traffickers"
6703,2001,"2001",6,2,"Economic class","(the poorest) pensioners","the poorest pensioners"
6704,2001,"2001",6,2,"Geography","England","england"
6705,2001,"2001",6,2,,"Britain","britain"
6706,2001,"2001",6,2,"Health","people with disabilities","people with disabilities"
6707,2001,"2001",6,2,"Economic class","students","students"
6708,2001,"2001",6,2,"Economic class","those who...learn","those who...learn"
6709,2001,"2001",6,2,"Other","parents","parents"
6710,2001,"2001",6,2,,"children","children"
6711,2001,"2001",6,2,"Economic class","private tenants","private tenants"
6712,2001,"2001",6,2,"Other","rape victims","rape victims"
6713,2001,"2001",6,2,"Health","people with disabilities","people with disabilities"
6714,2001,"2001",6,2,,"nurses","nurses"
6715,2001,"2001",6,2,"Other","(pensioner) couples (with an income up to £200 per week)","pensioner couples with an income up to £200 per week"
6716,2001,"2001",6,2,,"staff (i.e. public sector staff)","staff i.e. public sector staff"
6717,2001,"2001",6,2,"Geography","Manchester","manchester"
6718,2001,"2001",6,2,,"Britain","britain"
6719,2001,"2001",6,2,,"Britain","britain"
6720,2001,"2001",6,2,"Geography","the local community","the local community"
6721,2001,"2001",6,2,"Economic class","a minority","a minority"
6722,2001,"2001",6,2,,"Britain","britain"
6723,2001,"2001",6,2,,"Nine million people","nine million people"
6724,2001,"2001",6,2,,"servicewomen","servicewomen"
6725,2001,"2001",6,2,,"GP","gp"
6726,2001,"2001",6,2,,"children","children"
6727,2001,"2001",6,2,,"Britain","britain"
6728,2001,"2001",6,2,"Other","new parents","new parents"
6729,2001,"2001",6,2,,"the UK","the uk"
6730,2001,"2001",6,2,"Geography","local communities","local communities"
6731,2001,"2001",6,2,"Economic class","(single) pensioners","single pensioners"
6732,2001,"2001",6,2,"Geography","the people of London","the people of london"
6733,2001,"2001",6,2,"Age/generation","(persistent) young (offenders)","persistent young offenders"
6734,2001,"2001",6,2,"Other","parents","parents"
6735,2001,"2001",6,2,"Other","Britain's veterans","britain's veterans"
6736,2001,"2001",6,2,,"officers","officers"
6737,2001,"2001",6,2,"Economic class","people of working age","people of working age"
6738,2001,"2001",6,2,,"private...organisations","private...organisations"
6739,2001,"2001",6,2,"Other","Prisoners","prisoners"
6740,2001,"2001",6,2,"Geography","communities","communities"
6741,2001,"2001",6,2,"Other","(offenders) who breach the conditions of their sentence","offenders who breach the conditions of their sentence"
6742,2001,"2001",6,2,"Economic class","students (from disadvantaged areas)","students from disadvantaged areas"
6743,2001,"2001",6,2,,"consultants (i.e. medical)","consultants i.e. medical"
6744,2001,"2001",6,2,,"all children","all children"
6745,2001,"2001",6,2,,"children","children"
6746,2001,"2001",6,2,,"other staff (i.e. in the NHS)","other staff i.e. in the nhs"
6747,2001,"2001",6,2,"Economic class","pensioner (couples)","pensioner couples"
6748,2001,"2001",6,2,,"NHS staff","nhs staff"
6749,2001,"2001",6,2,"Other","(Partners of)...those without children","partners of...those without children"
6750,2001,"2001",6,2,"Geography","Scotland","scotland"
6751,2001,"2001",6,2,,"10,000 teachers","10,000 teachers"
6753,2001,"2001",6,2,"Other","all parents","all parents"
6754,2001,"2001",6,2,"Economic class","middle-income (pensioners)","middle-income pensioners"
6755,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6756,2001,"2001",6,2,"Other","offenders","offenders"
6757,2001,"2001",6,2,"Economic class","lower-income...(pensioners)","lower-income...pensioners"
6758,2001,"2001",6,2,,"dentists","dentists"
6759,2001,"2001",6,2,"Other","gifted (children)","gifted children"
6760,2001,"2001",6,2,,"people","people"
6761,2001,"2001",6,2,,"ward sisters","ward sisters"
6762,2001,"2001",6,2,"Other","defendants","defendants"
6763,2001,"2001",6,2,,"carers","carers"
6764,2001,"2001",6,2,"Other","single (pensioner)","single pensioner"
6765,2001,"2001",6,2,"Health","patient","patient"
6766,2001,"2001",6,2,"Other","(pensioner) couples","pensioner couples"
6767,2001,"2001",6,2,"Other","Parents","parents"
6768,2001,"2001",6,2,,"44,000 more support staff","44,000 more support staff"
6769,2001,"2001",6,2,"Other","arms...traffickers","arms...traffickers"
6770,2001,"2001",6,2,,"nurses","nurses"
6771,2001,"2001",6,2,,"1,000 school sports co-ordinators","1,000 school sports co-ordinators"
6772,2001,"2001",6,2,,"the UK","the uk"
6773,2001,"2001",6,2,,"Britain","britain"
6774,2001,"2001",6,2,"Health","(children) with special educational needs","children with special educational needs"
6775,2001,"2001",6,2,"Economic class","hard-working (families)","hard-working families"
6776,2001,"2001",6,2,"Health","inpatients","inpatients"
6777,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6778,2001,"2001",6,2,,"1.5 million people","1.5 million people"
6779,2001,"2001",6,2,"Geography","all parts of the country","all parts of the country"
6780,2001,"2001",6,2,"Other","the few","the few"
6781,2001,"2001",6,2,"Other","parents","parents"
6782,2001,"2001",6,2,,"(people looking after) children (with disabilities)","people looking after children with disabilities"
6783,2001,"2001",6,2,,"Matrons","matrons"
6784,2001,"2001",6,2,"Economic class","pensioners (who have saved)","pensioners who have saved"
6785,2001,"2001",6,2,,"doctors","doctors"
6786,2001,"2001",6,2,"Other","parents of newborn children","parents of newborn children"
6787,2001,"2001",6,2,"Geography","neighbourhoods with the highest crime rates","neighbourhoods with the highest crime rates"
6788,2001,"2001",6,2,,"children","children"
6789,2001,"2001",6,2,,"technicians","technicians"
6790,2001,"2001",6,2,,"ward sisters","ward sisters"
6791,2001,"2001",6,2,,"Teachers","teachers"
6792,2001,"2001",6,2,"Other","the best graduates","the best graduates"
6793,2001,"2001",6,2,"Health","people with disabilities","people with disabilities"
6794,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6795,2001,"2001",6,2,"Geography","communities","communities"
6796,2001,"2001",6,2,,"Britain","britain"
6797,2001,"2001",6,2,"Health","620,000 more inpatients","620,000 more inpatients"
6798,2001,"2001",6,2,"Economic class","pensioner","pensioner"
6799,2001,"2001",6,2,"Age/generation","older...(travellers)","older...travellers"
6800,2001,"2001",6,2,"Economic class","people claiming housing benefit","people claiming housing benefit"
6801,2001,"2001",6,2,,"people","people"
6802,2001,"2001",6,2,,"(every child) in Britain","every child in britain"
6803,2001,"2001",6,2,"Other","couples","couples"
6804,2001,"2001",6,2,"Nationality","such people (i.e. immigrants)","such people i.e. immigrants"
6805,2001,"2001",6,2,,"child","child"
6806,2001,"2001",6,2,,"frontline staff","frontline staff"
6807,2001,"2001",6,2,,"the UK","the uk"
6808,2001,"2001",6,2,"Geography","the people of Northern Ireland","the people of northern ireland"
6809,2001,"2001",6,2,,"prosecutors","prosecutors"
6810,2001,"2001",6,2,"Health","people with conditions like diabetes","people with conditions like diabetes"
6811,2001,"2001",6,2,,"three-...year-olds","three-...year-olds"
6812,2001,"2001",6,2,"Age/generation","(Britain's) young people","britain's young people"
6813,2001,"2001",6,2,"Gender","women","women"
6814,2001,"2001",6,2,,"children","children"
6815,2001,"2001",6,2,"Economic class","(lower-income)...pensioners","lower-income...pensioners"
6816,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6817,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6818,2001,"2001",6,2,,"(parents of) newborn children","parents of newborn children"
6819,2001,"2001",6,2,"Nationality","illegal immigrants","illegal immigrants"
6820,2001,"2001",6,2,"Health","people with conditions like epilepsy","people with conditions like epilepsy"
6821,2001,"2001",6,2,"Economic class","(Partners of) unemployed people with children","partners of unemployed people with children"
6822,2001,"2001",6,2,"Other","users (i.e. of libraries)","users i.e. of libraries"
6823,2001,"2001",6,2,"Geography","Northern Ireland","northern ireland"
6824,2001,"2001",6,2,,"cancer specialists","cancer specialists"
6825,2001,"2001",6,2,"Other","couples","couples"
6826,2001,"2001",6,2,"Other","drug traffickers","drug traffickers"
6827,2001,"2001",6,2,"Economic class","rogue landlords","rogue landlords"
6828,2001,"2001",6,2,,"every four-year-old","every four-year-old"
6829,2001,"2001",6,2,,"children","children"
6830,2001,"2001",6,2,"Economic class","(those families) most in need","those families most in need"
6831,2001,"2001",6,2,"Other","every family","every family"
6832,2001,"2001",6,2,"Health","inpatients","inpatients"
6833,2001,"2001",6,2,,"Children (with special educational needs)","children with special educational needs"
6834,2001,"2001",6,2,,"lorry drivers","lorry drivers"
6835,2001,"2001",6,2,,"four-year-olds","four-year-olds"
6836,2001,"2001",6,2,"Other","other major criminals","other major criminals"
6837,2001,"2001",6,2,"Economic class","workers (in high-cost areas)","workers in high-cost areas"
6838,2001,"2001",6,2,,"Britain","britain"
6839,2001,"2001",6,2,,"all","all"
6840,2001,"2001",6,2,"Other","(children) who need new families","children who need new families"
6841,2001,"2001",6,2,,"Britain","britain"
6842,2001,"2001",6,2,"Other","the many","the many"
6843,2001,"2001",6,2,"Health","Patients","patients"
6844,2001,"2001",6,2,"Geography","deprived neighbourhoods","deprived neighbourhoods"
6845,2001,"2001",6,2,"Gender","girls","girls"
6846,2001,"2001",6,2,"Other","parents","parents"
6847,2001,"2001",6,2,"Economic class","the few","the few"
6848,2001,"2001",6,2,,"children (in care)","children in care"
6849,2001,"2001",6,2,"Age/generation","older people","older people"
6850,2001,"2001",6,2,"Geography","infected areas (i.e. of foot and mouth disease)","infected areas i.e. of foot and mouth disease"
6851,2001,"2001",6,2,"Economic class","(lower-...income) pensioners","lower-...income pensioners"
6852,2001,"2001",6,2,"Other","victims","victims"
6853,2001,"2001",6,2,"Health","people with disabilities","people with disabilities"
6854,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6855,2001,"2001",6,2,"Age/generation","over 50s","over 50s"
6856,2001,"2001",6,2,"Other","the many","the many"
6857,2001,"2001",6,2,"Geography","communities","communities"
6858,2001,"2001",6,2,,"11- to 14-year olds","11- to 14-year olds"
6859,2001,"2001",6,2,,"6,000 police recruits","6,000 police recruits"
6860,2001,"2001",6,2,"Gender","women","women"
6861,2001,"2001",6,2,"Economic class","people making career changes","people making career changes"
6862,2001,"2001",6,2,,"headteachers","headteachers"
6863,2001,"2001",6,2,"Economic class","Companies","companies"
6864,2001,"2001",6,2,"Economic class","the poor","the poor"
6865,2001,"2001",6,2,"Other","families","families"
6866,2001,"2001",6,2,"Economic class","(Asian) staff in key public services","asian staff in key public services"
6867,2001,"2001",6,2,,"adults","adults"
6868,2001,"2001",6,2,"Economic class","six out of ten pensioners","six out of ten pensioners"
6869,2001,"2001",6,2,,"Our country","our country"
6870,2001,"2001",6,2,"Health","patients","patients"
6871,2001,"2001",6,2,"Other","the defendant","the defendant"
6872,2001,"2001",6,2,"Geography","rural areas","rural areas"
6873,2001,"2001",6,2,,"teachers","teachers"
6874,2001,"2001",6,2,"Other","families (with children)","families with children"
6875,2001,"2001",6,2,"Health","people on Industrial Injuries benefit","people on industrial injuries benefit"
6876,2001,"2001",6,2,"Geography","local people","local people"
6877,2001,"2001",6,2,,"Britain","britain"
6878,2001,"2001",6,2,,"6,700 more doctors","6,700 more doctors"
6879,2001,"2001",6,2,"Age/generation","young people","young people"
6880,2001,"2001",6,2,,"Britain","britain"
6881,2001,"2001",6,2,"Other","persistent (juvenile) offenders","persistent juvenile offenders"
6882,2001,"2001",6,2,"Age/generation","the next generation","the next generation"
6883,2001,"2001",6,2,,"every child","every child"
6884,2001,"2001",6,2,,"children","children"
6885,2001,"2001",6,2,,"20,000 extra nurses","20,000 extra nurses"
6886,2001,"2001",6,2,"Health","the patient","the patient"
6887,2001,"2001",6,2,"Other","families","families"
6888,2001,"2001",6,2,,"headteachers","headteachers"
6889,2001,"2001",6,2,"Other","smokers","smokers"
6890,2001,"2001",6,2,"Economic class","employers","employers"
6891,2001,"2001",6,2,"Other","parents of (newborn children)","parents of newborn children"
6892,2001,"2001",6,2,,"trade unions","trade unions"
6893,2001,"2001",6,2,"Age/generation","(280,000 unemployed) young people","280,000 unemployed young people"
6894,2001,"2001",6,2,"Economic class","small businesses","small businesses"
6895,2001,"2001",6,2,"Other","(pupils) at risk","pupils at risk"
6896,2001,"2001",6,2,,"public...organisations","public...organisations"
6897,2001,"2001",6,2,,"newly born children","newly born children"
6898,2001,"2001",6,2,"Other","taxpayer","taxpayer"
6899,2001,"2001",6,2,"Economic class","our pensioners","our pensioners"
6900,2001,"2001",6,2,,"1.6 million children","1.6 million children"
6901,2001,"2001",6,2,,"150,000 teachers","150,000 teachers"
6902,2001,"2001",6,2,"Other","pupils (at risk)","pupils at risk"
6903,2001,"2001",6,2,,"10,000 more doctors","10,000 more doctors"
6904,2001,"2001",6,2,,"people","people"
6905,2001,"2001",6,2,"Gender","women","women"
6906,2001,"2001",6,2,,"seven-year-olds","seven-year-olds"
6907,2001,"2001",6,2,"Other","families","families"
6908,2001,"2001",6,2,"Other","family","family"
6909,2001,"2001",6,2,"Geography","market towns","market towns"
6910,2001,"2001",6,2,"Age/generation","older people","older people"
6911,2001,"2001",6,2,"Economic class","pensioners","pensioners"
6912,2001,"2001",6,2,"Health","those who cannot work","those who cannot work"
6913,2001,"2001",6,2,"Health","those who cannot (i.e. work)","those who cannot i.e. work"
6914,2001,"2001",6,2,"Economic class","people on lower incomes","people on lower incomes"
6915,2001,"2001",6,2,"Economic class","the best people from all walks of life and all backgrounds","the best people from all walks of life and all backgrounds"
6916,2001,"2001",6,2,,"all people","all people"
6917,2001,"2001",6,2,,"consultants","consultants"
6918,2001,"2001",6,2,"Age/generation","older people","older people"
6919,2001,"2001",6,2,"Other","families","families"
6920,2001,"2001",6,2,"Other","those who... volunteer","those who... volunteer"
6921,2001,"2001",6,2,,"frontline staff","frontline staff"
6922,2001,"2001",6,2,,"Britain","britain"
6923,2001,"2001",6,2,,"children","children"
6924,2001,"2001",6,2,"Economic class","people in work","people in work"
6925,2001,"2001",6,2,,"people (across the country)","people across the country"
6926,2001,"2001",6,2,"Geography","Nottingham","nottingham"
6927,2001,"2001",6,2,,"(the neediest) children","the neediest children"
6928,2001,"2001",6,2,"Health","able (young people)","able young people"
6929,2001,"2001",6,2,"Other","(pensioner) couples","pensioner couples"
6930,2001,"2001",6,2,"Economic class","our employees (i.e. public sector employees)","our employees i.e. public sector employees"
6931,2001,"2001",6,2,,"community groups","community groups"
6932,2001,"2001",6,2,"Other","1.1 million families","1.1 million families"
6933,2001,"2001",6,2,"Geography","Leeds","leeds"
6934,2001,"2001",6,2,"Other","Partners of (unemployed people with children)","partners of unemployed people with children"
6935,2001,"2001",6,2,"Geography","every neighbourhood","every neighbourhood"
6936,2001,"2001",6,2,,"doctors","doctors"
6937,2001,"2001",6,2,"Health","patients","patients"
6938,2001,"2001",6,2,"Age/generation","280,000 young people","280,000 young people"
6939,2001,"2001",6,2,"Age/generation","(mothers) under 18","mothers under 18"
6940,2001,"2001",6,2,"Economic class","(a single) pensioner","a single pensioner"
6941,2001,"2001",6,2,,"20,000 more nurses","20,000 more nurses"
6942,2001,"2001",6,2,,"adults","adults"
6943,2001,"2001",6,2,,"all our children","all our children"
6944,2001,"2001",6,2,"Economic class","(middle-income) pensioners","middle-income pensioners"
6945,2001,"2001",6,2,"Other","100,000 lone parents","100,000 lone parents"
6946,2001,"2001",6,2,,"Britain","britain"
6947,2001,"2001",6,2,"Other","victims","victims"
6948,2001,"2001",6,2,"Other","the victims","the victims"
6949,2001,"2001",6,2,,"Every NHS employer","every nhs employer"
6950,2001,"2001",6,2,,"11-year-olds","11-year-olds"
6951,2001,"2001",6,2,"Geography","regions","regions"
6952,2001,"2001",6,2,,"every child","every child"
6953,2001,"2001",6,2,"Other","the guilty","the guilty"
6954,2001,"2001",6,2,,"all children","all children"
6955,2001,"2001",6,2,"Economic class","a few","a few"
6956,2001,"2001",6,2,"Economic class","all pensioners","all pensioners"
6957,2001,"2001",6,2,,"NHS staff","nhs staff"
6958,2001,"2001",6,2,"Age/generation","young people","young people"
6959,2001,"2001",6,2,"Health","people with disabilities","people with disabilities"
6960,2001,"2001",6,2,,"nation","nation"
6961,2001,"2001",6,2,,"doctors","doctors"
6962,2001,"2001",6,2,,"those (i.e. children) (with special talents)","those i.e. children with special talents"
6963,2001,"2001",6,2,"Other","fraudsters","fraudsters"
6964,2001,"2001",6,2,,"people","people"
6965,2001,"2001",6,2,,"all NHS staff","all nhs staff"
6966,2001,"2001",6,2,,"Britain","britain"
6967,2001,"2001",6,2,"Geography","every part of Britain","every part of britain"
6968,2001,"2001",6,2,"Health","people with conditions like multiple sclerosis","people with conditions like multiple sclerosis"
6969,2001,"2001",6,2,,"each child","each child"
6970,2001,"2001",6,2,,"all","all"
6971,2001,"2001",6,2,"Health","the patient","the patient"
6972,2001,"2001",6,2,,"Britain","britain"
6973,2001,"2001",6,2,"Other","motorists","motorists"
6974,2001,"2001",6,2,"Health","patients","patients"
6975,2001,"2001",6,2,"Economic class","shift workers","shift workers"
6976,2001,"2001",6,2,,"unions","unions"
6977,2001,"2001",6,2,,"children","children"
6978,2001,"2001",6,2,"Other","primary pupils","primary pupils"
6979,2001,"2001",6,2,,"750,000 adults","750,000 adults"
6980,2001,"2001",6,2,"Economic class","(single earner family) on average earnings","single earner family on average earnings"
6981,2001,"2001",6,2,,"public servants","public servants"
6982,2001,"2001",6,2,"Economic class","lower-...income (pensioners)","lower-...income pensioners"
6983,2001,"2001",6,2,"Economic class","(the 1.7 million poorest) pensioners","the 1.7 million poorest pensioners"
6984,2001,"2001",6,2,"Economic class","employers","employers"
6985,2001,"2001",6,2,"Age/generation","(persistent) young (offenders)","persistent young offenders"
6986,2001,"2001",6,2,"Economic class","the poorest (pensioners)","the poorest pensioners"
6987,2001,"2001",6,2,"Economic class","these two groups of workers (i.e. transferred employees and newly hired workers)","these two groups of workers i.e. transferred employees and newly hired workers"
6988,2001,"2001",6,2,"Geography","the local community","the local community"
6989,2001,"2001",6,2,,"6,000 extra recruits (i.e. police recruits)","6,000 extra recruits i.e. police recruits"
6990,2001,"2001",6,2,"Other","those who care for them (i.e. the elderly)","those who care for them i.e. the elderly"
6991,2001,"2001",6,2,"Health","Patients","patients"
6992,2001,"2001",6,2,"Other","families","families"
6993,2001,"2001",6,2,"Other","the taxpayer","the taxpayer"
6994,2001,"2001",6,2,"Other","(millions of hard-working) families","millions of hard-working families"
6995,2001,"2001",6,2,"Geography","all regions","all regions"
6996,2001,"2001",6,2,"Other","primary pupils","primary pupils"
6997,2001,"2001",6,2,"Economic class","(a single earner family) on average earnings (with two children)","a single earner family on average earnings with two children"
6998,2001,"2001",6,2,"Age/generation","them (i.e. people between 50 and state pension age)","them i.e. people between 50 and state pension age"
6999,2001,"2001",6,2,"Economic class","managers","managers"
7000,2001,"2001",6,2,"Age/generation","(persistent) young (offenders)","persistent young offenders"
7001,2001,"2001",6,2,"Age/generation","older people","older people"
7002,2001,"2001",6,2,,"teachers","teachers"
7003,2001,"2001",6,2,"Other","communities","communities"
7004,2001,"2001",6,2,,"11,000 more teachers","11,000 more teachers"
7005,2001,"2001",6,2,,"Britain","britain"
7006,2001,"2001",6,2,"Economic class","employees","employees"
7007,2001,"2001",6,2,"Other","People in prison for drug-related offences","people in prison for drug-related offences"
7008,2001,"2001",6,2,"Geography","Tyne and Wear","tyne and wear"
7009,2001,"2001",6,2,"Other","criminals","criminals"
7010,2001,"2001",6,2,,"Britain","britain"
7011,2001,"2001",6,2,,"children","children"
7012,2001,"2001",6,2,"Economic class","employees","employees"
7013,2001,"2001",6,2,"Other","parents","parents"
7014,2001,"2001",6,2,"Economic class","(black...)staff in key public services","black...staff in key public services"
7015,2001,"2001",6,2,,"one million children","one million children"
7016,2001,"2001",6,2,"Geography","Portsmouth","portsmouth"
7017,2001,"2001",6,2,,"support staff","support staff"
7018,2001,"2001",6,2,"Economic class","the lowest paid","the lowest paid"
7019,2001,"2001",6,2,"Economic class","people unable to take up paid work","people unable to take up paid work"
7020,2001,"2001",6,2,"Economic class","pensioners","pensioners"
7021,2001,"2001",6,2,"Economic class","(children with parents) on income support","children with parents on income support"
7022,2001,"2001",6,2,"Economic class","students","students"
7023,2001,"2001",6,2,"Other","Partners of...(those without children)","partners of...those without children"
7024,2001,"2001",6,2,,"the UK","the uk"
7025,2001,"2001",6,2,"Health","patients","patients"
7026,2001,"2001",6,2,"Economic class","pensioners","pensioners"
7027,2001,"2001",6,2,"Gender","women","women"
7028,2001,"2001",6,2,"Geography","North Greenwich peninsula","north greenwich peninsula"
7029,2001,"2001",6,2,,"People","people"
7030,2001,"2001",6,2,"Economic class","key workers","key workers"
7031,2001,"2001",6,2,"Other","drug traffickers","drug traffickers"
7032,2001,"2001",6,2,,"Britain's (hard-working families)","britain's hard-working families"
7033,2001,"2001",6,2,,"people","people"
7034,2001,"2001",6,2,"Other","people looking after (children with disabilities)","people looking after children with disabilities"
7035,2001,"2001",6,2,"Age/generation","18-to-20-year-old (offenders)","18-to-20-year-old offenders"
7036,2001,"2001",6,2,"Nationality","family visitors","family visitors"
7037,2001,"2001",6,2,"Other","other major criminals","other major criminals"
7038,2001,"2001",6,2,"Geography","(people punished) in the community","people punished in the community"
7039,2001,"2001",6,2,"Other","(Britain's hard-working) families","britain's hard-working families"
7040,2001,"2001",6,2,,"every child","every child"
7041,2001,"2001",6,2,,"teachers","teachers"
7042,2001,"2001",6,2,"Other","extended family","extended family"
7043,2001,"2001",6,2,,"Britain","britain"
7044,2001,"2001",6,2,"Ethnicity/race","Asian (staff in key public services)","asian staff in key public services"
7045,2001,"2001",6,2,,"people","people"
7046,2001,"2001",6,2,"Health","those who can (i.e. work)","those who can i.e. work"
7047,2001,"2001",6,2,"Health","those with special needs","those with special needs"
7048,2001,"2001",6,2,,"all","all"
7049,2001,"2001",6,2,,"cleaners","cleaners"
7050,2001,"2001",6,2,,"people","people"
7051,2001,"2001",6,2,,"people","people"
7052,2001,"2001",6,2,"Economic class","(250,000 young) unemployed","250,000 young unemployed"
7053,2001,"2001",6,2,,"servicemen","servicemen"
7054,2001,"2001",6,2,,"children","children"
7055,2001,"2001",6,2,,"Britain","britain"
7056,2001,"2001",6,2,"Geography","urban areas","urban areas"
7057,2001,"2001",6,2,,"out country","out country"
