id,year1,month,sourname,claimsta,claimpar,objid,objtype,objdim,subtype,subparty,subpres,reltype,reldirec,vers
7307,2001,6,2,1,"Labour Party","every region","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
7308,2001,6,2,1,"Labour Party","job seekers","Social group","Economic class",1,"Labour Party",1,"Direct","Both directions",1
7309,2001,6,2,1,"Labour Party","all of us","General public",,1,"Labour Party",2,"Indirect","Positive/associate",1
7310,2001,6,2,1,"Labour Party","under-19s","Social group","Age/generation",1,"Labour Party",1,"Indirect","Positive/associate",1
7311,2001,6,2,1,"Labour Party","families","Social group","Other",1,"Labour Party",1,"Direct","Positive/associate",1
7312,2001,6,2,1,"Labour Party","everyone","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
7313,2001,6,2,1,"Labour Party","Britain","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
7314,2001,6,2,1,"Labour Party","regions","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
7315,2001,6,2,1,"Labour Party","Regions","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
7316,2001,6,2,1,"Labour Party","children","Other",,1,"Labour Party",1,"Direct","Positive/associate",1
7317,2001,6,2,1,"Labour Party","Manchester","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
7318,2001,6,2,1,"Labour Party","farmers","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
7319,2001,6,2,1,"Labour Party","mortgage payers","Social group","Economic class",1,"Labour Party",1,"Direct","Positive/associate",1
7320,2001,6,2,1,"Labour Party","union learning representatives","Professional group",,1,"Labour Party",1,"Direct","Positive/associate",1
7321,2001,6,2,1,"Labour Party","children","Other",,1,"Labour Party",2,"Direct","Positive/associate",1
7322,2001,6,2,1,"Labour Party","children... (with disabilities)","Other",,1,"Labour Party",1,"Direct","Positive/associate",1
7323,2001,6,2,1,"Labour Party","thos entitled to benefits","Social group","Economic class",1,"Labour Party",1,"Direct","Positive/associate",1
7324,2001,6,2,1,"Labour Party","classroom assistants","Professional group",,1,"Labour Party",2,"Direct","Positive/associate",1
7325,2001,6,2,1,"Labour Party","(families with) children","Other",,1,"Labour Party",2,"Direct","Positive/associate",1
7326,2001,6,2,1,"Labour Party","children","Other",,1,"Labour Party",2,"Direct","Positive/associate",1
7327,2001,6,2,1,"Labour Party","10,000 more GPs","Professional group",,1,"Labour Party",2,"Direct","Positive/associate",1
7328,2001,6,2,1,"Labour Party","Millennium Villages","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
7329,2001,6,2,1,"Labour Party","75,000 more carers","Professional group",,1,"Labour Party",2,"Direct","Positive/associate",1
7330,2001,6,2,1,"Labour Party","the right people (i.e. those truly deserving of benefits)","Social group","Other",1,"Labour Party",1,"Direct","Positive/associate",1
7331,2001,6,2,1,"Labour Party","police recruits","Professional group",,1,"Labour Party",1,"Direct","Both directions",1
7332,2001,6,2,1,"Labour Party","children","Other",,1,"Labour Party",2,"Indirect","Positive/associate",1
7333,2001,6,2,1,"Labour Party","Britain","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
7334,2001,6,2,1,"Labour Party","carers","Professional group",,1,"Labour Party",2,"Indirect","Positive/associate",1
7335,2001,6,2,1,"Labour Party","children","Other",,1,"Labour Party",1,"Indirect","Positive/associate",1
7336,2001,6,2,1,"Labour Party","the 1.7 million poorest (pensioners)","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
7337,2001,6,2,1,"Labour Party","parents","Social group","Other",1,"Labour Party",1,"Direct","Positive/associate",1
7338,2001,6,2,1,"Labour Party","(hard-working) citizens in a new country","Social group","Nationality",1,"Labour Party",2,"Indirect","Positive/associate",1
7339,2001,6,2,1,"Labour Party","(older...)travellers","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
7340,2001,6,2,1,"Labour Party","the regions","Social group","Geography",1,"Labour Party",2,"Indirect","Positive/associate",1
7341,2001,6,2,1,"Labour Party","pupil","Social group","Other",1,"Labour Party",2,"Indirect","Positive/associate",1
7342,2001,6,2,1,"Labour Party","the UK","General public",,1,"Labour Party",2,"Direct","Positive/associate",1
7343,2001,6,2,1,"Labour Party","20,000 more nurses","Professional group",,1,"Labour Party",2,"Direct","Positive/associate",1
7344,2001,6,2,1,"Labour Party","British people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
7345,2001,6,2,1,"Labour Party","(pensioner couples) with an incoe up to £200 per week","Social group","Economic class",1,"Labour Party",1,"Direct","Positive/associate",1
7346,2001,6,2,1,"Labour Party","poorer (children)","Social group","Economic class",1,"Labour Party",1,"Indirect","Positive/associate",1
7347,2001,6,2,1,"Labour Party","pensioners (who save)","Social group","Economic class",1,"Labour Party",1,"Direct","Positive/associate",1
7348,2001,6,2,1,"Labour Party","(lower-...income) pensioners","Social group","Economic class",1,"Labour Party",2,"Indirect","Positive/associate",1
7349,2001,6,2,1,"Labour Party","Sheffield","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
7350,2001,6,2,1,"Labour Party","health service workers","Professional group",,1,"Labour Party",2,"Direct","Positive/associate",1
7351,2001,6,2,1,"Labour Party","people","General public",,1,"Labour Party",1,"Indirect","Positive/associate",1
7352,2001,6,2,1,"Labour Party","disadvantaged areas","Social group","Geography",1,"Labour Party",1,"Indirect","Positive/associate",1
7353,2001,6,2,1,"Labour Party","people","General public",,1,"Labour Party",1,"Direct","Positive/associate",1
7354,2001,6,2,1,"Labour Party","children","Other",,1,"Labour Party",2,"Indirect","Positive/associate",1
7355,2001,6,2,1,"Labour Party","NHS patients","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
7356,2001,6,2,1,"Labour Party","people with disabilities","Social group","Health",1,"Labour Party",1,"Indirect","Positive/associate",1
7357,2001,6,2,1,"Labour Party","(hard-working) families","Social group","Other",2,"Labour Party",1,"Direct","Positive/associate",1
7358,2001,6,2,1,"Labour Party","Rural Britain","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
7359,2001,6,2,1,"Labour Party","five-...year-olds","Other",,1,"Labour Party",2,"Indirect","Positive/associate",1
7360,2001,6,2,1,"Labour Party","every region","Social group","Geography",1,"Labour Party",2,"Direct","Positive/associate",1
7361,2001,6,2,1,"Labour Party","families","Social group","Other",1,"Labour Party",1,"Direct","Positive/associate",1
7362,2001,6,2,1,"Labour Party","chief constables","Professional group",,1,"Liberal Democrats",1,"Indirect","Positive/associate",1
7363,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7364,2005,5,1,2,"Conservative Party","local people","Social group","Geography",1,"Conservative Party",2,"Indirect","Positive/associate",1
7365,2005,5,1,2,"Conservative Party","terrorist suspects","Social group","Other",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7366,2005,5,1,2,"Conservative Party","patients","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
7367,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7368,2005,5,1,2,"Conservative Party","teachers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7369,2005,5,1,2,"Conservative Party","teachers","Professional group",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7370,2005,5,1,2,"Conservative Party","the student","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7371,2005,5,1,2,"Conservative Party","communities","Social group","Geography",1,"Conservative Party",2,"Direct","Indiscernible",1
7372,2005,5,1,2,"Conservative Party","patients","Social group","Health",1,"Conservative Party",2,"Indirect","Positive/associate",1
7373,2005,5,1,2,"Conservative Party","local (professionals)","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7374,2005,5,1,2,"Conservative Party","the motorist","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7375,2005,5,1,2,"Conservative Party","parents","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7376,2005,5,1,2,"Conservative Party","(local) professionals","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7377,2005,5,1,2,"Conservative Party","gay","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7378,2005,5,1,2,"Conservative Party","parents","Social group","Other",1,"Conservative Party",2,"Direct","Positive/associate",1
7379,2005,5,1,2,"Conservative Party","our nation","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7380,2005,5,1,2,"Conservative Party","children","Other",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7381,2005,5,1,2,"Conservative Party","criminals","Social group","Other",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7382,2005,5,1,2,"Conservative Party","every child","Other",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7383,2005,5,1,2,"Conservative Party","the law-abiding","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7384,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7385,2005,5,1,2,"Conservative Party","cleaners","Professional group",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7386,2005,5,1,2,"Conservative Party","white","Social group","Ethnicity/race",1,"Conservative Party",1,"Direct","Positive/associate",1
7387,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7388,2005,5,1,2,"Conservative Party","individual","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7389,2005,5,1,2,"Conservative Party","us all","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7390,2005,5,1,2,"Conservative Party","doctors","Professional group",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7391,2005,5,1,2,"Conservative Party","every family","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7392,2005,5,1,2,"Conservative Party","everyone","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7393,2005,5,1,2,"Conservative Party","disruptive pupils","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7394,2005,5,1,2,"Conservative Party","local (patients)","Social group","Geography",1,"Conservative Party",2,"Indirect","Positive/associate",1
7395,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
7396,2005,5,1,2,"Conservative Party","those who are smuggled (i.e. refugees)","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7397,2005,5,1,2,"Conservative Party","rural","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
7398,2005,5,1,2,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7399,2005,5,1,2,"Conservative Party","parents","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7400,2005,5,1,2,"Conservative Party","families","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7401,2005,5,1,2,"Conservative Party","old","Social group","Age/generation",1,"Conservative Party",1,"Direct","Positive/associate",1
7402,2005,5,1,2,"Conservative Party","employers","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
7403,2005,5,1,2,"Conservative Party","working (families)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7404,2005,5,1,2,"Conservative Party","parents","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7405,2005,5,1,2,"Conservative Party","farmers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7406,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
7407,2005,5,1,2,"Conservative Party","(local) GPs","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7408,2005,5,1,2,"Conservative Party","addicts","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7409,2005,5,1,2,"Conservative Party","households where all residents are over 65","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Positive/associate",1
7410,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7411,2005,5,1,2,"Conservative Party","asylum seekers","Social group","Nationality",1,"Conservative Party",2,"Indirect","Indiscernible",1
7412,2005,5,1,2,"Conservative Party","those who work i rural areas","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
7413,2005,5,1,2,"Conservative Party","farmers","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
7414,2005,5,1,2,"Conservative Party","tenants","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7415,2005,5,1,2,"Conservative Party","all","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7416,2005,5,1,2,"Conservative Party","parents","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7417,2005,5,1,2,"Conservative Party","police officers","Professional group",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7418,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
7419,2005,5,1,2,"Conservative Party","they (i.e. the people)","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
7420,2005,5,1,2,"Conservative Party","families","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7421,2005,5,1,2,"Conservative Party","matron (i.e. in hospitals)","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7422,2005,5,1,2,"Conservative Party","(local) professionals","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
7423,2005,5,1,2,"Conservative Party","patients","Social group","Health",1,"Conservative Party",2,"Direct","Positive/associate",1
7424,2005,5,1,2,"Conservative Party","straight","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7425,2005,5,1,2,"Conservative Party","teachers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7426,2005,5,1,2,"Conservative Party","customers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7427,2005,5,1,2,"Conservative Party","those on low incomes","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7428,2005,5,1,2,"Conservative Party","farmers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7429,2005,5,1,2,"Conservative Party","taxpayers","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7430,2005,5,1,2,"Conservative Party","families","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7431,2005,5,1,2,"Conservative Party","on one","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7432,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7433,2005,5,1,2,"Conservative Party","Britain","General public",,2,"Conservative Party",1,"Direct","Positive/associate",1
7434,2005,5,1,2,"Conservative Party","millions of pensioners","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7435,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7436,2005,5,1,2,"Conservative Party","families","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7437,2005,5,1,2,"Conservative Party","difficult pupils","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7438,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7439,2005,5,1,2,"Conservative Party","United Kingdom","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7440,2005,5,1,2,"Conservative Party","business","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7441,2005,5,1,2,"Conservative Party","head teachers","Professional group",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7442,2005,5,1,2,"Conservative Party","the Scottish people","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7443,2005,5,1,2,"Conservative Party","carers (i.e. care-takers)","Social group","Other",1,"Conservative Party",2,"Direct","Positive/associate",1
7444,2005,5,1,2,"Conservative Party","Wales","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7445,2005,5,1,2,"Conservative Party","households","General public",,1,"Conservative Party",1,"Indirect","Indiscernible",1
7446,2005,5,1,2,"Conservative Party","our country","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7447,2005,5,1,2,"Conservative Party","prisoners","Social group","Other",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7448,2005,5,1,2,"Conservative Party","immigrants","Social group","Nationality",1,"Conservative Party",1,"Indirect","Indiscernible",1
7449,2005,5,1,2,"Conservative Party","the Welsh people","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
7450,2005,5,1,2,"Conservative Party","(service) families","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7451,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7452,2005,5,1,2,"Conservative Party","taxpayers","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7453,2005,5,1,2,"Conservative Party","neighbourhoods","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7454,2005,5,1,2,"Conservative Party","local communities","Social group","Geography",1,"Conservative Party",2,"Indirect","Positive/associate",1
7455,2005,5,1,2,"Conservative Party","head teachers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7456,2005,5,1,2,"Conservative Party","families","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7457,2005,5,1,2,"Conservative Party","social housing tenants","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7458,2005,5,1,2,"Conservative Party","young people","Social group","Age/generation",1,"Conservative Party",2,"Indirect","Positive/associate",1
7459,2005,5,1,2,"Conservative Party","parents","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7460,2005,5,1,2,"Conservative Party","(young) users of hard drugs","Social group","Other",1,"Conservative Party",1,"Indirect","Indiscernible",1
7461,2005,5,1,2,"Conservative Party","farmer","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
7462,2005,5,1,2,"Conservative Party","pensioners","Social group","Economic class",1,"Conservative Party",2,"Direct","Positive/associate",1
7463,2005,5,1,2,"Conservative Party","urban","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
7464,2005,5,1,2,"Conservative Party","all britons","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7465,2005,5,1,2,"Conservative Party","(local) patients","Social group","Health",1,"Conservative Party",2,"Indirect","Positive/associate",1
7466,2005,5,1,2,"Conservative Party","parents","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7467,2005,5,1,2,"Conservative Party","individuals","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7468,2005,5,1,2,"Conservative Party","England","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7469,2005,5,1,2,"Conservative Party","the British people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7470,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7471,2005,5,1,2,"Conservative Party","the patient","Social group","Health",1,"Conservative Party",2,"Indirect","Positive/associate",1
7472,2005,5,1,2,"Conservative Party","the British people","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
7473,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7474,2005,5,1,2,"Conservative Party","teachers","Professional group",,1,"Conservative Party",2,"Direct","Positive/associate",1
7475,2005,5,1,2,"Conservative Party","the forgotten majority","Social group","Other",1,"Conservative Party",1,"Direct","Positive/associate",1
7476,2005,5,1,2,"Conservative Party","local people","Social group","Geography",1,"Conservative Party",2,"Indirect","Positive/associate",1
7477,2005,5,1,2,"Conservative Party","police","Professional group",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7478,2005,5,1,2,"Conservative Party","patients","Social group","Health",1,"Conservative Party",2,"Indirect","Positive/associate",1
7479,2005,5,1,2,"Conservative Party","communities","Social group","Geography",1,"Conservative Party",2,"Direct","Positive/associate",1
7480,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7481,2005,5,1,2,"Conservative Party","the country","General public",,2,"Conservative Party",1,"Direct","Positive/associate",1
7482,2005,5,1,2,"Conservative Party","employers","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7483,2005,5,1,2,"Conservative Party","people","General public",,2,"Conservative Party",1,"Direct","Positive/associate",1
7484,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7485,2005,5,1,2,"Conservative Party","GPs","Professional group",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7486,2005,5,1,2,"Conservative Party","professionals","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
7487,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7488,2005,5,1,2,"Conservative Party","firms","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7489,2005,5,1,2,"Conservative Party","pupils","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7490,2005,5,1,2,"Conservative Party","patients","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
7491,2005,5,1,2,"Conservative Party","matron (i.e. in hospitals)","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
7492,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7493,2005,5,1,2,"Conservative Party","poor","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
7494,2005,5,1,2,"Conservative Party","family doctors","Professional group",,1,"Conservative Party",2,"Direct","Positive/associate",1
7495,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7496,2005,5,1,2,"Conservative Party","companies","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
7497,2005,5,1,2,"Conservative Party","rich","Social group","Economic class",1,"Conservative Party",1,"Direct","Positive/associate",1
7498,2005,5,1,2,"Conservative Party","society","General public",,1,"Conservative Party",1,"Direct","Positive/associate",1
7499,2005,5,1,2,"Conservative Party","children","Other",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7500,2005,5,1,2,"Conservative Party","communities","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
7501,2005,5,1,2,"Conservative Party","the victim","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7502,2005,5,1,2,"Conservative Party","(children) with special needs","Social group","Health",1,"Conservative Party",1,"Direct","Positive/associate",1
7503,2005,5,1,2,"Conservative Party","the law-abiding","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7504,2005,5,1,2,"Conservative Party","service (families)","Professional group",,1,"Conservative Party",1,"Direct","Positive/associate",1
7505,2005,5,1,2,"Conservative Party","anyone settling permanently here from outside the EU","Social group","Nationality",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7506,2005,5,1,2,"Conservative Party","those serving in our armed forces","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7507,2005,5,1,2,"Conservative Party","Nothern Ireland","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7508,2005,5,1,2,"Conservative Party","hard-working Britons","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7509,2005,5,1,2,"Conservative Party","heads (i.e. of schools)","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7510,2005,5,1,2,"Conservative Party","pensioners","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7511,2005,5,1,2,"Conservative Party","children","Other",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7512,2005,5,1,2,"Conservative Party","dentists","Professional group",,1,"Conservative Party",1,"Indirect","Indiscernible",1
7513,2005,5,1,2,"Conservative Party","porters","Professional group",,1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7514,2005,5,1,2,"Conservative Party","local communities","Social group","Geography",1,"Conservative Party",2,"Indirect","Positive/associate",1
7515,2005,5,1,2,"Conservative Party","criminals","Social group","Other",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7516,2005,5,1,2,"Conservative Party","the people","General public",,1,"Conservative Party",2,"Direct","Positive/associate",1
7517,2005,5,1,2,"Conservative Party","working (families)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7518,2005,5,1,2,"Conservative Party","Scotland","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7519,2005,5,1,2,"Conservative Party","young (users of hard drugs)","Social group","Age/generation",1,"Conservative Party",1,"Indirect","Indiscernible",1
7520,2005,5,1,2,"Conservative Party","local people","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7521,2005,5,1,2,"Conservative Party","single pensioners","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7522,2005,5,1,2,"Conservative Party","100000 more parents","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7523,2005,5,1,2,"Conservative Party","first-time buyers","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7524,2005,5,1,2,"Conservative Party","pupils","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7525,2005,5,1,2,"Conservative Party","housing association tenants","Social group","Economic class",1,"Conservative Party",2,"Indirect","Positive/associate",1
7526,2005,5,1,2,"Conservative Party","the pupil","Social group","Other",1,"Conservative Party",2,"Indirect","Positive/associate",1
7527,2005,5,1,2,"Conservative Party","small businesses","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
7528,2005,5,1,2,"Conservative Party","refugees","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7529,2005,5,1,2,"Conservative Party","we","General public",,2,"Conservative Party",1,"Indirect","Negative/dissociate",1
7530,2005,5,1,2,"Conservative Party","Nothern Ireland","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7531,2005,5,1,2,"Conservative Party","offering","Social group","Health",1,"Conservative Party",1,"Indirect","Positive/associate",1
7532,2005,5,1,2,"Conservative Party","asylum seekers","Social group","Nationality",1,"Conservative Party",1,"Indirect","Negative/dissociate",1
7533,2005,5,1,2,"Conservative Party","our communities","Social group","Geography",1,"Conservative Party",1,"Indirect","Positive/associate",1
7534,2005,5,1,2,"Conservative Party","people","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7535,2005,5,1,2,"Conservative Party","(working) families","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7536,2005,5,1,2,"Conservative Party","everyone","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7537,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",2,"Indirect","Positive/associate",1
7538,2005,5,1,2,"Conservative Party","police officers","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7539,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7540,2005,5,1,2,"Conservative Party","police","Professional group",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7541,2005,5,1,2,"Conservative Party","(working) families","Social group","Other",1,"Conservative Party",1,"Indirect","Positive/associate",1
7542,2005,5,1,2,"Conservative Party","people comming to Britain","Social group","Nationality",1,"Conservative Party",2,"Indirect","Negative/dissociate",1
7543,2005,5,1,2,"Conservative Party","mothers","Social group","Gender",1,"Conservative Party",1,"Indirect","Positive/associate",1
7544,2005,5,1,2,"Conservative Party","local (professionals)","Social group","Geography",1,"Conservative Party",1,"Direct","Positive/associate",1
7545,2005,5,1,2,"Conservative Party","Britain","General public",,1,"Conservative Party",1,"Indirect","Positive/associate",1
7546,2005,5,1,2,"Conservative Party","couples (i.e. pensioners)","Social group","Economic class",1,"Conservative Party",1,"Indirect","Positive/associate",1
