id,year,party,text,majortopic,majortopic_label,majortopic_recoded_label
22871,2005,con,"We believe that the time has now come to establish a British Border Control Police, whose sole job will be to secure Britain's borders",9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22872,2005,con,We will introduce a points-based system for work permits similar to the one used in Australia,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22873,2005,con,This will give priority to people with the skills Britain needs,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22874,2005,con,Controlled Immigration,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22875,2005,con,· Australian-style points system for work permits,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22876,2005,con,· Parliament to set annual immigration limit,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22877,2005,con,· UK to take fair share of refugees,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22878,2005,con,· 24-hour security at ports,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22879,2005,con,· British Border Control Police,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22880,2005,con,We welcome people who want to work hard and make a positive contribution,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22881,2005,con,"On asylum, a Conservative Government will not allow outdated and inflexible rules to prevent us shaping a system which is more humane, more likely to improve community relations and better managed",9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22882,2005,con,"So we will take back powers from Brussels to ensure national control of asylum policy, withdraw from the 1951 Geneva Convention, and work for modernised international agreements on migration",9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22883,2005,con,Our objective is a system where we take a fixed number of refugees from the UNHCR rather than simply accepting those who are smuggled to our shores,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22884,2005,con,Asylum seekers' applications will be processed outside Britain,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22885,2005,con,"We will set an overall annual limit on the numbers coming to Britain, including a fixed quota for the number of asylum seekers we accept",9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22886,2005,con,"Parliament will set, and review, that number every year",9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22887,2005,con,We are committed to making a continued success of Britain's diversity,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22888,2005,con,There should be popular consent for further demographic change,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22889,2005,con,And the best way to secure continuing support for future migration is by showing that government has control of our borders,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22890,2005,con,Refusing to set a limit on new migrants is irresponsible politics,9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22891,2005,con,"Only the Conservatives take this issue seriously enough to insist on a limit, and will introduce the policies necessary to police it",9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
22892,2005,con,Why can't politicians be more accountable?,20,Government Operations,other
22893,2005,con,"In the real world, if you say you're going to do something, you do it",20,Government Operations,other
22894,2005,con,"And if you fail, you can lose your job",20,Government Operations,other
22895,2005,con,That is accountability,20,Government Operations,other
22896,2005,con,Accountability is at the heart of good government and a healthy democracy,20,Government Operations,other
22897,2005,con,"We all know that when people think they can get away with it, they won't do things as well as they should",20,Government Operations,other
22898,2005,con,"That's why we've published a Timetable for Action that sets out clearly what we will do, and when we will do it",20,Government Operations,other
22899,2005,con,And Michael Howard has made clear that ministers who fail to deliver will lose their jobs,20,Government Operations,other
22900,2005,con,"Under Mr Blair, the way we are governed has become less accountable, more complex and, ultimately, less democratic",20,Government Operations,other
22901,2005,con,Ministers don't take responsibility for their failures,20,Government Operations,other
22902,2005,con,"Unprecedented powers have been given to new, unelected and remote bodies, including regional assemblies for which there is no popular support",20,Government Operations,other
22903,2005,con,"The House of Commons has been steadily undermined, and proper reform of the House of Lords has been repeatedly promised but never delivered",20,Government Operations,other
22904,2005,con,"Conservatives understand that people identify with their town, city or county, not with arbitrary ""regions""",20,Government Operations,other
22905,2005,con,We will abolish Labour's regional assemblies,20,Government Operations,other
22906,2005,con,"Powers currently exercised at a regional level covering planning, housing, transport and the fire service will all be returned to local authorities",20,Government Operations,other
22907,2005,con,The House of Commons needs to be made more capable of standing up to the executive,20,Government Operations,other
22908,2005,con,We will strengthen select committees and make time for proper scrutiny of all legislation,20,Government Operations,other
22909,2005,con,"As part of our drive for efficiency across Whitehall and Westminster, we will cut the number of MPs by 20 per cent",20,Government Operations,other
22910,2005,con,We will seek cross-party consensus for a substantially elected House of Lords,20,Government Operations,other
22911,2005,con,"Conservatives believe that the Union of England, Scotland, Wales and Northern Ireland brings benefits to all parts of our United Kingdom",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
22912,2005,con,"We remain strongly committed to making a success of devolution in Scotland, so that it delivers for the Scottish people",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
22913,2005,con,"In Wales we will work with the Assembly and give the Welsh people a referendum on whether to keep the Assembly in its current form, increase its powers or abolish it",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
22914,2005,con,But devolution has brought problems of accountability at Westminster,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
22915,2005,con,"We believe in giving more power to individuals, families and communities",0,Non-policy content,other
22916,2005,con,22 ARE YOU THINKING WHAT WE'RE THINKING?,0,Non-policy content,other
22917,2005,con,"Now that exclusively Scottish matters are decided by the Scottish Parliament in Edinburgh, exclusively English matters should be decided in Westminster without the votes of MPs sitting for Scottish constituencies who are not accountable to English voters",20,Government Operations,other
22918,2005,con,We will act to ensure that English laws are decided by English votes,20,Government Operations,other
22919,2005,con,o are committed to supporting Northern Ireland's position within the United Kingdom in accordance with the consent principle,21,"Public Lands, Water Management, Colonial and Territorial Issues",other
22920,2005,con,"We will continue to work for a comprehensive political settlement, based on the principles of the Belfast Agreement",21,"Public Lands, Water Management, Colonial and Territorial Issues",other
22921,2005,con,We will not accept any party into the government of Northern Ireland linked to a paramilitary organisation that holds on to illegal weapons and is engaged in any criminal activity,16,Defence,other
22922,2005,con,"In the absence of devolved government, we will make direct rule more accountable",20,Government Operations,other
22923,2005,con,"Communities, Transport and the Environment",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22924,2005,con,Britain draws great strength from its diversity,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22925,2005,con,"We are a country of vibrant urban centres, historic towns and an evolving countryside",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22926,2005,con,It is both inefficient and insensitive to local communities to impose uniform control from Whitehall,20,Government Operations,other
22927,2005,con,o believe in devolving power down to the lowest level so that local people are given greater control over their own lives,20,Government Operations,other
22928,2005,con,Local councils should be accountable to voters,20,Government Operations,other
22929,2005,con,"But under Labour, people's priorities have taken second place to centrally imposed targets and Whitehall inspection regimes",20,Government Operations,other
22930,2005,con,"The cost to local taxpayers has increased rapidly, with council tax levels up 76 per cent since 1997",1,Macroeconomics,Macroeconomics
22931,2005,con,It has been a vicious circle - less representation and more taxation,20,Government Operations,other
22932,2005,con,The Conservatives will liberate local government,20,Government Operations,other
22933,2005,con,Local communities will have a greater say over planning decisions,20,Government Operations,other
22934,2005,con,"o will also give new powers to help local councils to deal with those incidents, such as illegal traveller encampments, which breach planning laws",20,Government Operations,other
22935,2005,con,"Together with clear guidance for police and our review of the Human Rights Act, this will ensure fairness for all, rather than special rules for different groups",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
22936,2005,con,With greater power for local people will come less interference from central government,20,Government Operations,other
22937,2005,con,We will radically cut the burdens on local councils,20,Government Operations,other
22940,2005,con,The most powerful form of devolution is to individuals and families,0,Non-policy content,other
22941,2005,con,"The Right to Buy for council tenants extended home ownership, transformed many of Britain's housing estates and expanded our property-owning democracy",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22942,2005,con,A Conservative Government will extend this right to tenants of housing associations,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22943,2005,con,"Our plans to boost shared ownership schemes, and give social housing tenants the right to own a share of their home, will also benefit first-time buyers",14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22944,2005,con,Empowering individuals also means giving them the opportunity to get around Britain more quickly and safely,10,Transportation,Transportation
22945,2005,con,A modern economy depends on it,10,Transportation,Transportation
22946,2005,con,A Conservative Government will end Labour's war on the motorist,10,Transportation,Transportation
22947,2005,con,"We will modernise Britain's road network and review all speed cameras to ensure they are there to save lives, not make money",10,Transportation,Transportation
22948,2005,con,"We will bring stability to the rail network, avoiding further costly and inefficient re-organisation",10,Transportation,Transportation
22949,2005,con,"Successful train operating companies will have their franchises extended to allow companies to invest in improved stations, car parks, facilities and rolling stock",10,Transportation,Transportation
22950,2005,con,A commitment to safeguarding our environment lies deep in Conservative thinking,7,Environment,Environment
22951,2005,con,"We instinctively understand the importance of conservation, natural beauty and our duty of stewardship of the earth",7,Environment,Environment
22952,2005,con,A Conservative Government will call a halt to Labour's plans to concrete over our green fields,7,Environment,Environment
22953,2005,con,We will promote development on brownfield sites and establish more Green Belts with tighter development rules,7,Environment,Environment
22954,2005,con,"To ensure Britain plays its part in combating climate change, we will phase out the use of harmful HFCs and deliver greater incentives to make homes more energy-efficient",7,Environment,Environment
22955,2005,con,"Through cuts in Vehicle Excise Duty and increased grants, we will significantly reduce the cost of cars with low carbon emissions",7,Environment,Environment
22956,2005,con,We believe that households and businesses should recycle an increasing amount of their waste,7,Environment,Environment
22957,2005,con,A Conservative Government will guarantee the security and sustainability of Britain's energy supplies,8,Energy,other
22958,2005,con,We will do this by supporting the development of a broad range of renewable energy sources,8,Energy,other
22959,2005,con,We also recognise that energy efficiency must play an increasingly important role in our energy policy,8,Energy,other
22960,2005,con,Conservatives understand the pressures on the livelihoods of those who work in rural areas,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22961,2005,con,We value the diverse nature of our nation and believe in defending traditional liberties,7,Environment,Environment
22962,2005,con,"A Conservative Government will therefore introduce a Bill, and offer Parliament a free vote, to overturn the Government's ban on hunting with dogs",7,Environment,Environment
22963,2005,con,Britain's farmers operate to some of the highest animal welfare standards in the world and help to preserve the countryside for all of us to enjoy,7,Environment,Environment
22964,2005,con,We will introduce a Bill to ensure honest labelling of food and stem the flow of expensive new regulation,4,Agriculture,Agriculture
22965,2005,con,"We will support initiatives, such as farmers' markets and local food projects, that enable British customers to support Britain's farmers",4,Agriculture,Agriculture
22966,2005,con,The Little Red Tractor mark denotes high British animal welfare and production standards,4,Agriculture,Agriculture
22967,2005,con,We will insist that all publicly procured food carries this mark,4,Agriculture,Agriculture
22968,2005,con,"We will press for further reform of the Common Agricultural Policy, to make it less burdensome for farmers and taxpayers alike",4,Agriculture,Agriculture
22969,2005,con,And we will promote legislation to strengthen and update animal welfare,4,Agriculture,Agriculture
22970,2005,con,Housing and Planning,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22971,2005,con,· The Right to Buy for housing association tenants,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22972,2005,con,· Protecting the Green Belt,7,Environment,Environment
22973,2005,con,· Action against illegal traveller camps,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
22974,2005,con,Transport,10,Transportation,Transportation
22975,2005,con,· A modern road network,10,Transportation,Transportation
22976,2005,con,· Review of all speed cameras,10,Transportation,Transportation
22977,2005,con,· Longer rail franchises,10,Transportation,Transportation
22978,2005,con,Environment,7,Environment,Environment
22979,2005,con,· Harmful HFCs phased out,7,Environment,Environment
22980,2005,con,· Lower VED for environmentally friendly cars,7,Environment,Environment
22981,2005,con,· Clear labelling for British food,4,Agriculture,Agriculture
22982,2005,con,Accountability,20,Government Operations,other
22983,2005,con,· English votes for English laws,20,Government Operations,other
22984,2005,con,· Abolition of regional assemblies,20,Government Operations,other
22985,2005,con,· A stronger Parliament,20,Government Operations,other
22986,2005,con,Defending our Freedoms,19,International Affairs and Foreign Aid,other
22987,2005,con,Britain plays a unique role in the world,19,International Affairs and Foreign Aid,other
22988,2005,con,"We are the only nation that is one of the five permanent members of the United Nations Security Council,",19,International Affairs and Foreign Aid,other
22989,2005,con,"a net contributor to the European Union,",19,International Affairs and Foreign Aid,other
22990,2005,con,"a member of the G8,",19,International Affairs and Foreign Aid,other
22991,2005,con,at the centre of the Commonwealth family of nations,19,International Affairs and Foreign Aid,other
22992,2005,con,and a leading member of NATO,16,Defence,other
22993,2005,con,We are a global trading nation with interests in every continent,18,Foreign Trade,other
22994,2005,con,"As the world's fourth largest economy, we have the potential to be a powerful force for good",18,Foreign Trade,other
22995,2005,con,These durable strengths allow Britain to defend our interests and promote our values across the globe,19,International Affairs and Foreign Aid,other
22996,2005,con,"As a country, we have been in the vanguard of freedom's advance, a friend to the growth of democracy, an advocate of the rule of law, a defender of the oppressed and a robust protector of our people's security",19,International Affairs and Foreign Aid,other
22997,2005,con,"But, under this Government, Britain's ability to defend its interests and secure valuable freedoms has been undermined",16,Defence,other
22998,2005,con,"Our Armed Forces, the vital muscle which allows us to punch above our weight, have been allowed to weaken",16,Defence,other
22999,2005,con,"And our relations with the European Union have been mismanaged in a way which threatens not just British interests, but the capacity of the continent to adapt flexibly to the future",19,International Affairs and Foreign Aid,other
23000,2005,con,A Conservative Government will strengthen our Armed Forces within NATO by spending £2.7 billion more than Labour on the front line by 2007-08,16,Defence,other
23001,2005,con,"Those serving in our Armed Forces are vitally important to us, so we must take care of the people most important to them",16,Defence,other
23002,2005,con,A Conservative Government will support service families,16,Defence,other
23003,2005,con,"They deserve decent homes, good schools for their children, and the chance to spend as much time as possible with their families",16,Defence,other
23004,2005,con,We will make the Army stronger,16,Defence,other
23005,2005,con,A Conservative Government will preserve the regiments Labour would abolish and improve the supply and procurement of weaponry,16,Defence,other
23006,2005,con,We should support our Armed Forces and our foreign policy should serve the British national interest,16,Defence,other
23007,2005,con,We will save warships Mr Blair would scrap,16,Defence,other
23008,2005,con,A Conservative Government will support European co-operation on defence,16,Defence,other
23009,2005,con,but we strongly believe that such co-operation should take place within the framework of NATO,16,Defence,other
23010,2005,con,its provisions in a referendum within six months of the General Election,16,Defence,other
23011,2005,con,We also oppose giving up the valuable freedom which control of our own currency gives us,1,Macroeconomics,Macroeconomics
23012,2005,con,We will not join the Euro,1,Macroeconomics,Macroeconomics
23013,2005,con,"If a Conservative Government ever has to take the country to war, we will tell the British people why",16,Defence,other
23014,2005,con,"Mr Blair misrepresented intelligence to make the case for war in Iraq, and failed to plan for the aftermath of Saddam Hussein's downfall",16,Defence,other
23015,2005,con,It is nevertheless the case that a democratic Iraq would be a powerful beacon of hope in a troubled part of the world,16,Defence,other
23016,2005,con,So we believe that Britain must remain committed to rebuilding Iraq and allowing democracy to take hold,19,International Affairs and Foreign Aid,other
23017,2005,con,And a Conservative Government will work to achieve peace in the Middle East based on the principle of Israel secure within its borders and a viable Palestinian state,19,International Affairs and Foreign Aid,other
23018,2005,con,Conservatives support the cause of reform in Europe,19,International Affairs and Foreign Aid,other
23019,2005,con,"and we will co-operate with all those who wish to see the EU evolve in a more flexible, liberal and decentralised direction",19,International Affairs and Foreign Aid,other
23020,2005,con,We oppose the EU Constitution and would give the British people the chance to reject,19,International Affairs and Foreign Aid,other
23021,2005,con,"In a reformed Europe, the restrictive employment laws of the Social Chapter will have to give way to more flexible working",5,Labour and Employment,Labour and Employment
23022,2005,con,We will ensure that Britain once again leads the fight for a deregulated Europe by negotiating the restoration of our opt-out from the Social Chapter,5,Labour and Employment,Labour and Employment
23023,2005,con,"The common policies on agriculture and fisheries are unsustainable, damaging to free trade and conservation, and waste huge sums of money",4,Agriculture,Agriculture
23024,2005,con,The CAP needs further and deeper reform,4,Agriculture,Agriculture
23025,2005,con,"And, because fisheries would be better administered at the national level, we will negotiate to restore national and local control over British fishing grounds",4,Agriculture,Agriculture
23026,2005,con,We are determined to ensure national control in this area,4,Agriculture,Agriculture
23027,2005,con,"We will also build on the success of enlargement, making Europe more diverse by working to bring in more nations, including Turkey",19,International Affairs and Foreign Aid,other
23028,2005,con,"We value Britain's membership of the European Union, but our horizons extend much further",19,International Affairs and Foreign Aid,other
23029,2005,con,A key element of British foreign policy under a Conservative Government will be fighting world poverty,19,International Affairs and Foreign Aid,other
23030,2005,con,We will support further action on debt relief and will work to meet the UN target of spending 0.7 per cent of national income on overseas aid by 2013,19,International Affairs and Foreign Aid,other
23031,2005,con,"We believe that British aid programmes are among the best in the world, so we will negotiate to increase British national control over our international aid spending",19,International Affairs and Foreign Aid,other
23032,2005,con,"Above all, we recognise that there is a vital thread that links open markets, free trade, property rights, the rule of law, democracy, economic development and social progress",19,International Affairs and Foreign Aid,other
23033,2005,con,We will use our global influence to champion these principles in the interests of the developing world,19,International Affairs and Foreign Aid,other
23034,2005,con,Britain and the World,19,International Affairs and Foreign Aid,other
23035,2005,con,· No to the Euro and EU Constitution,19,International Affairs and Foreign Aid,other
23036,2005,con,· More and better aid to tackle global poverty,19,International Affairs and Foreign Aid,other
23037,2005,con,· Stronger Armed Forces,16,Defence,other
23038,2005,con,· Keeping NATO at the heart of our foreign policy,16,Defence,other
23039,2005,con,The Choice at this Election,0,Non-policy content,other
23040,2005,con,The choice before voters is very clear,0,Non-policy content,other
23041,2005,con,They can either reward Mr Blair for eight years of broken promises and vote for another five years of talk,0,Non-policy content,other
23042,2005,con,"Or they can vote Conservative, to support a party that has taken a stand and is committed to action on the issues that matter to hardworking Britons",0,Non-policy content,other
23043,2005,con,For detailed information visit www.conservatives.com,0,Non-policy content,other
23044,2005,con,"Within the first month, we will start the recruitment of an extra 5,000 police officers each year",12,"Law, Crime and Family Issues","Law, Crime and Family Issues"
23045,2005,con,"Within the first month, we will bring back Matron to take charge and deliver clean and infection-free wards",3,Health,Health
23046,2005,con,"Within the first month, our first Budget will cut wasteful government spending,",1,Macroeconomics,Macroeconomics
23047,2005,con,stop Labour's third term tax rises and lower taxes,1,Macroeconomics,Macroeconomics
23048,2005,con,"Within the first day, we will set out plans to give head teachers the power to expel disruptive pupils",6,Education and Culture,Education and Culture
23049,2005,con,"Within the first month, we will set in train 24-hour surveillance at ports of entry",9,Immigration,"Civil Rights, Minority Issues, Immigration and Civil Liberties"
23050,2005,con,"Within the first day, we will set a date for the referendum on the European Constitution, in which we will campaign for a ""no"" vote",19,International Affairs and Foreign Aid,other
23051,2005,con,ARE YOU THINKING WHAT WE'RE THINKING?,0,Non-policy content,other
23052,2005,con,IT'S TIME FOR ACTION,0,Non-policy content,other
23053,2005,con,Britain forward not back,0,Non-policy content,other
23054,2005,con,Contents,0,Non-policy content,other
23055,2005,con,Preface by Tony Blair 4,0,Non-policy content,other
23056,2005,con,New Labour's record: The contract delivered 10,20,Government Operations,other
23057,2005,con,Chapter 1,0,Non-policy content,other
23058,2005,con,Economy: Rising prosperity in an opportunity society 14,1,Macroeconomics,Macroeconomics
23059,2005,con,Chapter 2,0,Non-policy content,other
23060,2005,con,Education: More children making the grade 30,6,Education and Culture,Education and Culture
23061,2005,con,Chapter 3,0,Non-policy content,other
23062,2005,con,"Crime and security: Safe communities, secure borders 42",12,"Law, Crime and Family Issues","Law, Crime and Family Issues"
23063,2005,con,Chapter 4,0,Non-policy content,other
23064,2005,con,"Our NHS: Free to all, personal to each 56",3,Health,Health
23065,2005,con,Chapter 5,0,Non-policy content,other
23066,2005,con,"Older people: Secure today, prepared for the future 68",13,Social Welfare,Social Welfare
23067,2005,con,Chapter 6,0,Non-policy content,other
23068,2005,con,Families: Choice and support at work and at home 74,12,"Law, Crime and Family Issues","Law, Crime and Family Issues"
23069,2005,con,Chapter 7,0,Non-policy content,other
23070,2005,con,International policy:,19,International Affairs and Foreign Aid,other
23071,2005,con,"A stronger country in a secure, sustainable and just world 82",19,International Affairs and Foreign Aid,other
23072,2005,con,Chapter 8,0,Non-policy content,other
23073,2005,con,Quality of life: Excellence for all 92,0,Non-policy content,other
23074,2005,con,Chapter 9,0,Non-policy content,other
23075,2005,con,"Democracy: Power devolved, citizens empowered 102",20,Government Operations,other
23076,2005,con,Britain forward not back,0,Non-policy content,other
23077,2005,con,Preface Tony Blair,0,Non-policy content,other
23078,2005,con,New Labour's 2005 manifesto applies the unchanging values of our party to the new priorities of the British people.,0,Non-policy content,other
23079,2005,con,It is a plan to improve the lives of hardworking families,12,"Law, Crime and Family Issues","Law, Crime and Family Issues"
23080,2005,con,and prepare our country for success in a fast-changing world.,0,Non-policy content,other
23081,2005,con,Our case rests on one idea more than any other - that it is the duty of government to provide opportunity and security for all in a changing world.,20,Government Operations,other
23082,2005,con,Every chapter relates back to that goal:,0,Non-policy content,other
23083,2005,con,"breaking down the barriers that stop people fulfilling their talent,",2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
23084,2005,con,"extending opportunity to every corner of the United Kingdom,",0,Non-policy content,other
23085,2005,con,building communities strong and safe for those who play by the rules.,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
23086,2005,con,"On the firm foundations we have laid since 1997, our programme will embed a new progressive consensus in our country.",20,Government Operations,other
23087,2005,con,This preface is my personal message.,0,Non-policy content,other
23088,2005,con,"Eight years ago, I offered new leadership - fresh, idealistic, energetic, but untested. You voted for change and gave me the chance to serve.",0,Non-policy content,other
23089,2005,con,"In our first term we banished the demons of ten per cent interest rates,",1,Macroeconomics,Macroeconomics
23090,2005,con,"mass unemployment,",1,Macroeconomics,Macroeconomics
23091,2005,con,"wages of £1. 50 an hour,",5,Labour and Employment,Labour and Employment
23092,2005,con,and outside toilets in our schools.,6,Education and Culture,Education and Culture
23093,2005,con,We put Labour values into action.,0,Non-policy content,other
23094,2005,con,And we banished Labour demons too:,0,Non-policy content,other
23095,2005,con,"we showed we could run the economy well,",1,Macroeconomics,Macroeconomics
23096,2005,con,"cut crime,",12,"Law, Crime and Family Issues","Law, Crime and Family Issues"
23097,2005,con,and stand up for Britain abroad.,19,International Affairs and Foreign Aid,other
23098,2005,con,We proved our competence.,20,Government Operations,other
23099,2005,con,"Four years ago, I said we needed to continue the modernisation of our economy,",1,Macroeconomics,Macroeconomics
23100,2005,con,coupled with investment and reform to achieve change in public services.,20,Government Operations,other
23101,2005,con,"At the end of this second term we have delivered an unprecedented period of stability and growth,",1,Macroeconomics,Macroeconomics
23102,2005,con,we have increased investment and we have embarked on a radical programme of reform to put the people themselves in the driving seat of our public services.,20,Government Operations,other
23103,2005,con,"We have made difficult decisions - about health policy,",3,Health,Health
23104,2005,con,"student finance,",6,Education and Culture,Education and Culture
23105,2005,con,and secondary school reform.,6,Education and Culture,Education and Culture
23106,2005,con,In the process we have proved our resilience.,20,Government Operations,other
23107,2005,con,"Now we go to the people not only having delivered on our promises,",20,Government Operations,other
23108,2005,con,but also setting new and more ambitious goals for our public services and our country.,0,Non-policy content,other
23109,2005,con,But Britain can be better still.,0,Non-policy content,other
23110,2005,con,I know the change is possible.,0,Non-policy content,other
23111,2005,con,"Not just because I have studied the statistics,",0,Non-policy content,other
23112,2005,con,"but because I have seen it with my own eyes, across the length and breadth of the United Kingdom.",0,Non-policy content,other
23113,2005,con,"I have spoken to NHS staff in Coventry, Edinburgh and Swansea, who tell me how their new hospital and the new funding is letting them improve care for their patients.",3,Health,Health
23114,2005,con,"I have heard teachers in Bexley, Middlesbrough and Sheffield tell me how they no longer have to work in crumbling classrooms without books and computers ",6,Education and Culture,Education and Culture
23115,2005,con,"and pupils show me, with pride, round their sparkling new school.",6,Education and Culture,Education and Culture
23116,2005,con,"I have met youngsters in Blackpool and London whose lives have been transformed by the New Deal - once written off, they are now full of confidence and ambition.",6,Education and Culture,Education and Culture
23117,2005,con,I've been to communities in Southampton and Darlington where the Sure Start programme is helping overcome disadvantage and seen for myself the remarkable revival of our great cities.,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
23118,2005,con,I have met aid workers in Africa who tell me how this country is improving the lives of the poorest on our planet.,19,International Affairs and Foreign Aid,other
23119,2005,con,These are not the fantasy of politicians.,0,Non-policy content,other
23120,2005,con,They are the stories of real life in our country and abroad.,0,Non-policy content,other
23121,2005,con,Not for everyone.,0,Non-policy content,other
23122,2005,con,Not everywhere.,0,Non-policy content,other
23123,2005,con,But for enough people and in enough places for us to know it is not a fluke.,0,Non-policy content,other
23124,2005,con,Personal prosperity and the good society; the fruit of partnership between the British people and a government on their side.,20,Government Operations,other
23125,2005,con,Now we have to decide whether to go forward or back.,0,Non-policy content,other
23126,2005,con,Britain is on the right track. We will not change direction.,20,Government Operations,other
23127,2005,con,Neither will we rest on our laurels.,0,Non-policy content,other
23128,2005,con,Our third-term opportunity is to build on the progress we have made.,20,Government Operations,other
23129,2005,con,"That progress, first as a party then in government began with the insight that the only way to advance decent progressive values was to develop a new policy agenda.",20,Government Operations,other
23130,2005,con,Our understanding of the world and the great changes underway in our society led us to reject the false choices of the past.,19,International Affairs and Foreign Aid,other
23131,2005,con,This is the foundation stone of new Labour.,20,Government Operations,other
23132,2005,con,I believe that in our third term we can embed a new progressive consensus.,0,Non-policy content,other
23133,2005,con,"One that reflects the mission of our movement, and the hopes and values of our people.",0,Non-policy content,other
23134,2005,con,"And as much as the pursuit of this consensus represents an unprecedented opportunity for progressive politics,",0,Non-policy content,other
23135,2005,con,so it will be bitterly opposed by those who seek to take us back to the divisions of the past.,20,Government Operations,other
23136,2005,con,In our third term we will forge an even stronger bond between the goals of economic progress and social justice.,1,Macroeconomics,Macroeconomics
23137,2005,con,No going back to fiscal irresponsibility.,1,Macroeconomics,Macroeconomics
23138,2005,con,No going back to a Conservative government that says mass unemployment is a price worth paying.,20,Government Operations,other
23139,2005,con,"Going forward instead to an opportunity economy,",1,Macroeconomics,Macroeconomics
23140,2005,con,"spreading prosperity through high employment and welfare reform,",1,Macroeconomics,Macroeconomics
23141,2005,con,"spreading opportunity through widening access to university and training,",6,Education and Culture,Education and Culture
23142,2005,con,spreading ownership through the Child Trust Fund,13,Social Welfare,Social Welfare
23143,2005,con,and expanding homeownership.,14,"Community Development, Planning and Housing Issues","Community Development, Planning and Housing Issues"
23144,2005,con,In our third term we will make public services safe for a generation.,20,Government Operations,other
23145,2005,con,No going back to one-size-fits-all monolithic services.,20,Government Operations,other
23146,2005,con,No going back to the Tory years of cuts and privatisation.,20,Government Operations,other
23147,2005,con,"Going forward instead to services free to all, personal to each: breaking once and for all the dropout culture in education and the waiting-list culture in health,",20,Government Operations,other
23148,2005,con,"by raising investment and driving innovation through diversity of provision and power in the hands of the patient, the parent and the citizen.",3,Health,Health
23149,2005,con,In our third term we will cement a new social contract with rights matched by responsibilities.,2,"Civil Rights, Minority Issues, Immigration and Civil Liberties","Civil Rights, Minority Issues, Immigration and Civil Liberties"
23150,2005,con,No going back to 'no such thing as society'.,0,Non-policy content,other
23151,2005,con,Going forward instead to power and resources in the hands of the law-abiding majority.,0,Non-policy content,other
23152,2005,con,A government committed both to abolishing child poverty and to putting the values of individual responsibility and duty at the very heart of policy.,13,Social Welfare,Social Welfare
23153,2005,con,In our third term we will show that our national interest can only be pursued by engaging with the world's great challenges.,19,International Affairs and Foreign Aid,other
23154,2005,con,No going back to a Britain marginalised and weak.,19,International Affairs and Foreign Aid,other
23155,2005,con,"Going forward to a stronger country in a safer, fairer world.",19,International Affairs and Foreign Aid,other
23156,2005,con,"Leading on Africa,",19,International Affairs and Foreign Aid,other
23157,2005,con,"leading on the environment,",7,Environment,Environment
23158,2005,con,"at the heart of Europe,",19,International Affairs and Foreign Aid,other
23159,2005,con,working together to tackle terror and spread peace and justice.,16,Defence,other
